id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possession,offspring,offspring_identified
736,55.0,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,4.0,basic,3.0,6.0,0,3,executive,265395.0,0.0,結婚済み,車なし,1,0
737,35.0,Company Invited,1,11.0,smallbusiness,FEMALE,3.0,5.0,basic,3.0,1.0,0,4,executive,,1.0,結婚済み,車あり,2,0
738,23.0,Company Invited,1,9.0,largebusiness,MALE,2.0,4.0,basic,3.0,2.0,0,3,executive,258705.0,1.0,独身,車あり,1,0
739,33.0,Company Invited,1,,smallbusiness,FEMALE,2.0,5.0,basic,3.0,3.0,0,4,executive,307365.0,0.0,結婚済み,車なし,1,0
740,41.0,Self Enquiry,1,9.0,smallbusiness,MALE,2.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,0.0,結婚済み,車あり,1,0
741,46.0,Self Enquiry,1,30.0,largebusiness,MALE,2.0,4.0,basic,3.0,5.0,0,3,executive,324450.0,0.0,結婚済み,車あり,1,0
742,44.0,Self Enquiry,2,12.0,smallbusiness,MALE,2.0,4.0,basic,3.0,2.0,0,3,executive,497670.0,0.0,独身,車なし,1,0
743,55.0,Company Invited,2,7.0,smallbusiness,MALE,2.0,4.0,standard,3.0,2.0,0,3,seniormanager,491970.0,0.0,結婚済み,車なし,1,0
744,45.0,Self Enquiry,2,12.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,5.0,0,4,manager,337005.0,0.0,結婚済み,車あり,1,0
745,29.0,Self Enquiry,2,8.0,salaried,MALE,2.0,4.0,standard,3.0,1.0,0,2,seniormanager,350235.0,0.0,未婚,車あり,0,0
746,41.0,Self Enquiry,1,15.0,salaried,MALE,2.0,4.0,king,3.0,2.0,0,4,vp,532530.0,0.0,結婚済み,車なし,1,0
747,57.0,Company Invited,1,13.0,salaried,MALE,2.0,4.0,king,3.0,,1,3,vp,566625.0,1.0,結婚済み,車なし,1,0
748,59.0,Company Invited,1,7.0,smallbusiness,MALE,2.0,3.0,king,3.0,2.0,0,1,vp,495525.0,0.0,独身,車なし,0,0
749,36.0,Company Invited,2,16.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,4,manager,260265.0,1.0,結婚済み,車なし,1,0
750,38.0,Self Enquiry,2,20.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,5.0,0,4,manager,319350.0,0.0,結婚済み,車なし,1,0
751,42.0,Self Enquiry,1,15.0,salaried,FEMALE,2.0,4.0,deluxe,3.0,4.0,0,4,manager,351690.0,0.0,未婚,車あり,1,0
752,49.0,Self Enquiry,1,18.0,salaried,FEMALE,2.0,5.0,basic,3.0,3.0,1,3,manager,,0.0,結婚済み,車あり,1,0
753,47.0,Self Enquiry,2,14.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,1.0,1,4,manager,300000.0,1.0,離婚済み,車あり,1,0
754,22.0,Self Enquiry,1,21.0,smallbusiness,MALE,2.0,3.0,basic,3.0,2.0,0,4,executive,274215.0,0.0,独身,車なし,1,0
755,47.0,Self Enquiry,2,14.0,smallbusiness,FEMALE,3.0,4.0,standard,3.0,1.0,0,4,seniormanager,470000.0,0.0,独身,車なし,2,0
756,56.0,Self Enquiry,1,14.0,smallbusiness,MALE,2.0,3.0,basic,3.0,7.0,0,5,executive,380000.0,0.0,離婚済み,車なし,1,0
757,50.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,3.0,5.0,basic,3.0,3.0,0,3,executive,318690.0,0.0,結婚済み,車あり,2,0
758,37.0,Company Invited,2,16.0,smallbusiness,MALE,2.0,4.0,standard,3.0,3.0,0,2,seniormanager,373455.0,0.0,離婚済み,車なし,1,0
759,35.0,Company Invited,3,14.0,smallbusiness,MALE,2.0,5.0,basic,3.0,7.0,0,2,executive,300000.0,1.0,未婚,車あり,1,0
760,27.0,Company Invited,3,19.0,salaried,FEMALE,2.0,4.0,deluxe,3.0,1.0,0,2,manager,320000.0,0.0,未婚,車あり,1,0
761,22.0,Self Enquiry,2,13.0,salaried,MALE,1.0,4.0,basic,3.0,1.0,0,2,executive,250020.0,1.0,独身,車なし,0,0
762,30.0,Self Enquiry,2,7.0,salaried,MALE,3.0,5.0,basic,3.0,3.0,0,4,executive,299745.0,0.0,離婚済み,車あり,2,0
763,29.0,Self Enquiry,2,14.0,smallbusiness,MALE,2.0,5.0,standard,3.0,3.0,0,4,seniormanager,397560.0,0.0,結婚済み,車なし,1,0
764,33.0,Self Enquiry,1,9.0,smallbusiness,MALE,2.0,5.0,basic,3.0,3.0,0,3,executive,350000.0,0.0,結婚済み,車なし,1,0
765,32.0,Company Invited,1,15.0,smallbusiness,FEMALE,2.0,5.0,standard,3.0,2.0,0,2,seniormanager,375120.0,0.0,離婚済み,車あり,1,0
766,52.0,Company Invited,1,14.0,salaried,MALE,1.0,4.0,superdeluxe,3.0,6.0,0,1,avp,541170.0,0.0,独身,車なし,0,0
767,51.0,Self Enquiry,2,21.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,2.0,0,5,manager,333705.0,0.0,結婚済み,車あり,1,0
768,34.0,Company Invited,2,12.0,smallbusiness,FEMALE,2.0,4.0,standard,3.0,2.0,0,3,seniormanager,390000.0,0.0,結婚済み,車あり,1,0
769,34.0,Self Enquiry,2,14.0,smallbusiness,MALE,2.0,4.0,standard,3.0,2.0,0,3,seniormanager,418680.0,0.0,結婚済み,車あり,1,0
770,38.0,Company Invited,2,31.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,5.0,0,3,manager,371310.0,0.0,結婚済み,車あり,1,0
771,35.0,Company Invited,2,23.0,smallbusiness,FEMALE,2.0,4.0,basic,4.0,5.0,0,4,executive,328170.0,0.0,離婚済み,車なし,1,0
772,34.0,Company Invited,2,16.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,2.0,0,3,manager,331005.0,0.0,未婚,車なし,1,0
773,49.0,Self Enquiry,2,27.0,smallbusiness,MALE,2.0,4.0,superdeluxe,3.0,5.0,0,4,avp,413325.0,0.0,結婚済み,車なし,1,0
774,26.0,Self Enquiry,2,12.0,smallbusiness,FEMALE,3.0,4.0,basic,4.0,5.0,0,3,executive,,1.0,離婚済み,車なし,2,0
775,29.0,Company Invited,3,34.0,smallbusiness,FEMALE,2.0,5.0,deluxe,3.0,3.0,0,3,manager,324330.0,0.0,未婚,車あり,1,0
776,27.0,Self Enquiry,2,29.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,3.0,0,3,manager,319710.0,0.0,結婚済み,車あり,1,0
777,27.0,Self Enquiry,2,16.0,largebusiness,MALE,3.0,4.0,basic,4.0,7.0,0,4,seniormanager,370425.0,0.0,未婚,車なし,2,0
778,24.0,Company Invited,2,17.0,smallbusiness,MALE,2.0,5.0,basic,4.0,3.0,0,3,executive,313380.0,1.0,結婚済み,車あり,1,0
779,35.0,Self Enquiry,2,9.0,smallbusiness,FEMALE,3.0,4.0,deluxe,3.0,1.0,0,5,seniormanager,330000.0,0.0,独身,車なし,2,0
780,43.0,Self Enquiry,2,8.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,3.0,0,3,manager,354840.0,0.0,未婚,車あり,1,0
781,31.0,Self Enquiry,2,26.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,3.0,0,4,manager,326010.0,0.0,未婚,車あり,1,0
782,25.0,Self Enquiry,3,9.0,smallbusiness,MALE,2.0,4.0,basic,3.0,2.0,0,4,executive,300000.0,1.0,離婚済み,車なし,1,0
783,25.0,Company Invited,2,16.0,smallbusiness,MALE,3.0,4.0,basic,3.0,2.0,0,4,executive,331815.0,0.0,未婚,車あり,2,0
784,45.0,Self Enquiry,2,7.0,smallbusiness,FEMALE,3.0,4.0,deluxe,3.0,2.0,0,3,manager,386100.0,0.0,離婚済み,車あり,2,0
785,22.0,Self Enquiry,2,10.0,smallbusiness,MALE,2.0,4.0,basic,3.0,2.0,0,3,executive,342165.0,0.0,未婚,車あり,1,0
786,40.0,Self Enquiry,2,7.0,salaried,FEMALE,3.0,4.0,standard,3.0,2.0,0,3,seniormanager,416100.0,0.0,結婚済み,車あり,2,0
787,43.0,Self Enquiry,2,7.0,salaried,MALE,2.0,4.0,deluxe,3.0,2.0,0,3,manager,339720.0,0.0,結婚済み,車なし,0,0
788,22.0,Self Enquiry,2,14.0,salaried,FEMALE,2.0,4.0,basic,4.0,2.0,0,3,executive,306300.0,0.0,未婚,車なし,1,0
789,40.0,Self Enquiry,2,9.0,salaried,MALE,2.0,4.0,standard,3.0,5.0,0,3,seniormanager,360615.0,0.0,結婚済み,車あり,1,0
790,39.0,Self Enquiry,3,9.0,salaried,MALE,2.0,4.0,standard,3.0,5.0,0,3,seniormanager,490000.0,1.0,未婚,車あり,1,0
791,30.0,Company Invited,3,12.0,salaried,FEMALE,3.0,4.0,deluxe,3.0,2.0,0,4,manager,330870.0,0.0,未婚,車なし,2,0
792,39.0,Company Invited,3,7.0,salaried,MALE,3.0,4.0,deluxe,4.0,7.0,0,4,manager,342900.0,0.0,未婚,車あり,2,0
793,54.0,Self Enquiry,2,35.0,salaried,FEMALE,2.0,5.0,deluxe,3.0,5.0,0,3,manager,350145.0,0.0,離婚済み,車あり,1,0
794,49.0,Self Enquiry,2,12.0,salaried,MALE,2.0,4.0,deluxe,3.0,1.0,0,3,manager,303615.0,0.0,結婚済み,車なし,1,0
795,41.0,Self Enquiry,2,14.0,salaried,MALE,3.0,4.0,deluxe,3.0,2.0,0,3,manager,450000.0,0.0,離婚済み,車なし,2,0
796,43.0,Company Invited,2,7.0,salaried,MALE,2.0,4.0,deluxe,3.0,2.0,0,3,manager,328080.0,0.0,未婚,車なし,1,0
797,43.0,Self Enquiry,2,7.0,salaried,MALE,2.0,4.0,deluxe,3.0,5.0,0,4,manager,322875.0,0.0,離婚済み,車なし,1,0
798,36.0,Self Enquiry,2,10.0,salaried,MALE,2.0,4.0,basic,3.0,1.0,0,3,executive,259500.0,0.0,独身,車あり,1,0
799,52.0,Self Enquiry,2,11.0,salaried,MALE,2.0,4.0,king,4.0,3.0,0,4,manager,404115.0,0.0,結婚済み,車あり,1,0
800,26.0,Company Invited,2,16.0,smallbusiness,FEMALE,2.0,4.0,basic,4.0,2.0,1,3,executive,319200.0,0.0,離婚済み,車なし,1,0
801,38.0,Self Enquiry,2,22.0,salaried,MALE,2.0,4.0,deluxe,3.0,5.0,1,4,manager,351855.0,0.0,未婚,車あり,1,0
802,35.0,Company Invited,3,16.0,smallbusiness,FEMALE,2.0,5.0,deluxe,3.0,2.0,0,3,manager,318075.0,0.0,離婚済み,車あり,1,0
803,38.0,Self Enquiry,1,9.0,largebusiness,MALE,3.0,4.0,basic,3.0,2.0,0,4,executive,490620.0,0.0,結婚済み,車あり,2,0
804,59.0,Company Invited,1,17.0,smallbusiness,MALE,2.0,4.0,superdeluxe,4.0,1.0,0,4,avp,454395.0,0.0,離婚済み,車なし,1,0
805,52.0,Self Enquiry,1,33.0,largebusiness,MALE,2.0,4.0,superdeluxe,4.0,2.0,0,3,avp,540000.0,0.0,未婚,車なし,1,0
806,43.0,Self Enquiry,1,8.0,smallbusiness,FEMALE,3.0,4.0,standard,3.0,2.0,0,4,seniormanager,383475.0,0.0,離婚済み,車あり,2,0
807,41.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,2.0,5.0,king,3.0,2.0,0,4,vp,541815.0,0.0,結婚済み,車なし,1,0
808,44.0,Self Enquiry,1,15.0,largebusiness,MALE,3.0,5.0,basic,3.0,5.0,0,4,executive,300000.0,0.0,結婚済み,車あり,0,0
809,24.0,Company Invited,1,,smallbusiness,MALE,2.0,5.0,basic,3.0,2.0,0,4,executive,255045.0,1.0,独身,車あり,1,0
810,40.0,Self Enquiry,1,15.0,smallbusiness,MALE,2.0,5.0,basic,3.0,3.0,0,4,executive,267540.0,1.0,結婚済み,車あり,1,0
811,31.0,Self Enquiry,1,8.0,smallbusiness,MALE,2.0,5.0,standard,3.0,2.0,0,3,seniormanager,400000.0,0.0,未婚,車あり,1,0
812,32.0,Self Enquiry,1,15.0,smallbusiness,MALE,2.0,4.0,basic,3.0,8.0,0,3,executive,318240.0,1.0,独身,車あり,1,0
813,56.0,Self Enquiry,1,9.0,largebusiness,FEMALE,3.0,4.0,standard,3.0,5.0,0,5,seniormanager,361065.0,0.0,結婚済み,車あり,2,0
814,41.0,Self Enquiry,1,9.0,smallbusiness,FEMALE,2.0,4.0,basic,3.0,2.0,0,3,executive,260000.0,0.0,離婚済み,車なし,1,0
815,52.0,Self Enquiry,1,10.0,largebusiness,MALE,3.0,4.0,standard,3.0,2.0,0,3,seniormanager,363225.0,0.0,未婚,車なし,2,0
816,36.0,Self Enquiry,1,7.0,smallbusiness,MALE,2.0,4.0,basic,3.0,2.0,0,3,executive,366105.0,0.0,離婚済み,車あり,1,0
817,24.0,Company Invited,1,23.0,smallbusiness,FEMALE,2.0,4.0,basic,3.0,2.0,0,3,executive,309030.0,0.0,離婚済み,車なし,1,0
818,41.0,Self Enquiry,1,6.0,salaried,MALE,2.0,4.0,deluxe,3.0,2.0,0,4,manager,320000.0,0.0,未婚,車あり,1,0
819,37.0,Company Invited,1,,salaried,FEMALE,2.0,4.0,deluxe,3.0,3.0,0,4,manager,327945.0,0.0,独身,車あり,1,0
820,25.0,Self Enquiry,1,8.0,salaried,MALE,3.0,4.0,basic,3.0,2.0,0,4,executive,460000.0,0.0,結婚済み,車あり,2,0
821,22.0,Self Enquiry,1,7.0,salaried,FEMALE,3.0,4.0,basic,3.0,2.0,0,4,executive,295755.0,0.0,離婚済み,車なし,2,0
822,41.0,Company Invited,1,13.0,salaried,FEMALE,2.0,4.0,standard,3.0,2.0,0,4,seniormanager,391110.0,0.0,結婚済み,車なし,1,0
823,33.0,Self Enquiry,1,14.0,salaried,MALE,3.0,4.0,standard,3.0,3.0,0,4,seniormanager,423450.0,0.0,結婚済み,車なし,2,0
824,38.0,Self Enquiry,1,9.0,salaried,MALE,2.0,4.0,deluxe,3.0,4.0,0,4,manager,368835.0,0.0,結婚済み,車あり,1,0
825,,Self Enquiry,1,23.0,salaried,FEMALE,2.0,4.0,basic,3.0,2.0,0,4,executive,,0.0,結婚済み,車あり,1,0
826,41.0,Self Enquiry,1,5.0,salaried,MALE,2.0,4.0,standard,3.0,3.0,0,3,seniormanager,489900.0,0.0,離婚済み,車なし,1,0
827,45.0,Self Enquiry,1,18.0,salaried,FEMALE,2.0,4.0,superdeluxe,4.0,3.0,0,3,avp,429585.0,0.0,結婚済み,車なし,1,0
828,39.0,Company Invited,1,9.0,salaried,MALE,2.0,4.0,basic,3.0,3.0,0,4,manager,325560.0,0.0,結婚済み,車なし,1,0
829,53.0,Self Enquiry,2,14.0,smallbusiness,FEMALE,3.0,3.0,deluxe,3.0,7.0,0,2,manager,286920.0,0.0,結婚済み,車なし,2,0
830,,Company Invited,2,12.0,smallbusiness,MALE,3.0,3.0,basic,3.0,2.0,0,2,executive,278535.0,1.0,結婚済み,車あり,2,0
831,45.0,Self Enquiry,2,31.0,largebusiness,MALE,3.0,3.0,deluxe,4.0,5.0,0,2,manager,354135.0,0.0,結婚済み,車あり,2,0
832,28.0,Company Invited,2,16.0,largebusiness,MALE,3.0,3.0,deluxe,3.0,2.0,0,2,manager,309390.0,0.0,結婚済み,車なし,2,0
833,55.0,Self Enquiry,2,11.0,salaried,MALE,3.0,3.0,deluxe,4.0,5.0,0,2,manager,320000.0,0.0,結婚済み,車あり,2,0
834,41.0,Self Enquiry,2,17.0,salaried,MALE,3.0,3.0,standard,3.0,5.0,0,1,seniormanager,332085.0,0.0,結婚済み,車あり,2,0
835,31.0,Self Enquiry,3,17.0,smallbusiness,FEMALE,3.0,3.0,basic,3.0,3.0,0,2,executive,255615.0,0.0,結婚済み,車なし,2,0
836,49.0,Self Enquiry,2,14.0,salaried,MALE,3.0,3.0,deluxe,3.0,5.0,0,2,manager,331905.0,0.0,結婚済み,車あり,2,0
837,25.0,Self Enquiry,2,10.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,2.0,0,1,manager,317310.0,0.0,結婚済み,車なし,2,0
838,43.0,Self Enquiry,2,8.0,smallbusiness,FEMALE,3.0,3.0,deluxe,3.0,6.0,0,2,manager,334980.0,0.0,未婚,車あり,2,0
839,31.0,Self Enquiry,2,34.0,largebusiness,MALE,3.0,3.0,deluxe,3.0,3.0,0,2,manager,310395.0,0.0,結婚済み,車あり,2,0
840,37.0,Self Enquiry,2,11.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,5.0,0,2,manager,346125.0,0.0,結婚済み,車あり,2,0
841,45.0,Company Invited,2,9.0,salaried,MALE,3.0,3.0,superdeluxe,3.0,2.0,0,2,avp,370965.0,0.0,独身,車あり,2,0
842,35.0,Self Enquiry,2,8.0,smallbusiness,MALE,2.0,4.0,basic,4.0,7.0,0,4,executive,271410.0,0.0,結婚済み,車なし,1,0
843,27.0,Company Invited,2,21.0,smallbusiness,FEMALE,1.0,4.0,basic,3.0,3.0,0,3,executive,300000.0,0.0,未婚,車なし,0,0
844,49.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,2.0,4.0,superdeluxe,4.0,6.0,0,4,avp,471120.0,0.0,独身,車あり,1,0
845,46.0,Self Enquiry,2,20.0,salaried,FEMALE,2.0,4.0,deluxe,3.0,4.0,0,3,manager,357855.0,0.0,未婚,車あり,1,0
846,20.0,Self Enquiry,1,12.0,smallbusiness,MALE,3.0,4.0,basic,4.0,3.0,1,3,executive,315060.0,1.0,独身,車あり,2,0
847,45.0,Company Invited,2,9.0,smallbusiness,FEMALE,2.0,4.0,deluxe,3.0,6.0,1,3,manager,300000.0,1.0,結婚済み,車あり,1,0
848,48.0,Self Enquiry,1,10.0,salaried,MALE,2.0,4.0,superdeluxe,3.0,4.0,1,4,avp,473325.0,0.0,結婚済み,車あり,1,0
849,45.0,Self Enquiry,1,7.0,smallbusiness,MALE,2.0,6.0,basic,3.0,3.0,0,3,executive,354105.0,0.0,結婚済み,車なし,1,0
850,32.0,Company Invited,2,30.0,salaried,MALE,3.0,4.0,deluxe,3.0,3.0,0,2,manager,369285.0,0.0,結婚済み,車あり,2,0
851,25.0,Self Enquiry,1,9.0,largebusiness,MALE,3.0,3.0,basic,3.0,2.0,0,2,executive,258930.0,0.0,未婚,車あり,2,0
852,31.0,Self Enquiry,2,16.0,salaried,MALE,3.0,4.0,basic,3.0,5.0,1,1,executive,342900.0,1.0,離婚済み,車あり,2,0
853,37.0,Company Invited,1,16.0,salaried,FEMALE,3.0,3.0,basic,3.0,3.0,0,2,executive,315465.0,0.0,結婚済み,車あり,2,0
854,33.0,Self Enquiry,1,13.0,salaried,MALE,3.0,3.0,basic,3.0,3.0,0,2,executive,339435.0,1.0,離婚済み,車なし,2,0
855,39.0,Self Enquiry,2,13.0,salaried,MALE,3.0,4.0,deluxe,3.0,2.0,0,2,manager,323820.0,0.0,結婚済み,車あり,2,0
856,30.0,Self Enquiry,1,,smallbusiness,FEMALE,1.0,4.0,basic,3.0,2.0,0,4,executive,255270.0,0.0,離婚済み,車なし,0,0
857,37.0,Self Enquiry,1,22.0,smallbusiness,MALE,2.0,4.0,basic,3.0,5.0,0,4,executive,300000.0,0.0,結婚済み,車あり,1,0
858,36.0,Company Invited,1,26.0,salaried,MALE,2.0,4.0,deluxe,3.0,7.0,0,4,manager,345240.0,0.0,未婚,車あり,1,0
859,50.0,Company Invited,1,8.0,salaried,FEMALE,1.0,3.0,superdeluxe,3.0,1.0,1,2,avp,526770.0,0.0,独身,車なし,0,0
860,22.0,Company Invited,1,14.0,salaried,MALE,3.0,3.0,basic,3.0,2.0,0,2,executive,264315.0,0.0,離婚済み,車あり,2,0
861,40.0,Company Invited,1,29.0,salaried,FEMALE,2.0,6.0,standard,3.0,4.0,0,4,seniormanager,501375.0,1.0,結婚済み,車なし,1,0
862,55.0,Self Enquiry,1,19.0,salaried,FEMALE,2.0,3.0,superdeluxe,4.0,5.0,0,3,avp,565035.0,0.0,結婚済み,車なし,0,1
863,31.0,Company Invited,2,17.0,smallbusiness,MALE,3.0,5.0,basic,4.0,1.0,0,4,executive,302100.0,1.0,結婚済み,車なし,2,0
864,20.0,Self Enquiry,3,,smallbusiness,FEMALE,2.0,5.0,basic,3.0,3.0,0,3,executive,306240.0,0.0,独身,車なし,1,0
865,21.0,Company Invited,2,25.0,smallbusiness,FEMALE,2.0,5.0,basic,3.0,2.0,0,4,executive,262605.0,1.0,独身,車なし,1,0
866,41.0,Company Invited,2,32.0,smallbusiness,FEMALE,2.0,5.0,deluxe,3.0,1.0,0,4,manager,333630.0,0.0,結婚済み,車あり,1,0
867,37.0,Self Enquiry,2,7.0,smallbusiness,FEMALE,2.0,5.0,basic,3.0,4.0,0,3,executive,316545.0,0.0,独身,車なし,1,0
868,37.0,Self Enquiry,2,6.0,largebusiness,FEMALE,2.0,5.0,basic,3.0,5.0,0,4,executive,321120.0,0.0,結婚済み,車なし,1,0
869,55.0,Self Enquiry,2,14.0,salaried,MALE,1.0,3.0,king,3.0,2.0,0,2,vp,530895.0,0.0,結婚済み,車なし,0,0
870,51.0,Self Enquiry,1,16.0,salaried,MALE,1.0,3.0,superdeluxe,3.0,1.0,0,2,avp,560550.0,0.0,離婚済み,車なし,0,0
871,45.0,Company Invited,2,8.0,smallbusiness,MALE,2.0,5.0,standard,3.0,2.0,1,2,seniormanager,435585.0,0.0,独身,車あり,1,0
872,37.0,Company Invited,3,7.0,salaried,FEMALE,2.0,5.0,standard,4.0,2.0,0,3,seniormanager,470970.0,0.0,結婚済み,車なし,1,0
873,33.0,Company Invited,2,23.0,salaried,MALE,2.0,5.0,deluxe,3.0,3.0,0,4,manager,323160.0,0.0,結婚済み,車あり,1,0
874,36.0,Company Invited,1,13.0,smallbusiness,FEMALE,2.0,5.0,standard,3.0,2.0,0,2,seniormanager,441165.0,0.0,未婚,車あり,1,0
875,38.0,Self Enquiry,1,12.0,smallbusiness,MALE,3.0,5.0,deluxe,3.0,3.0,0,3,manager,310000.0,0.0,結婚済み,車なし,2,0
876,20.0,Company Invited,1,16.0,smallbusiness,MALE,3.0,5.0,basic,3.0,3.0,0,3,executive,343230.0,0.0,結婚済み,車なし,2,0
877,39.0,Self Enquiry,1,7.0,smallbusiness,MALE,2.0,5.0,basic,3.0,4.0,0,3,executive,307905.0,0.0,離婚済み,車あり,1,0
878,39.0,Self Enquiry,1,25.0,smallbusiness,MALE,2.0,5.0,deluxe,4.0,7.0,0,4,manager,348840.0,0.0,未婚,車あり,1,0
879,19.0,Self Enquiry,1,8.0,smallbusiness,MALE,3.0,5.0,basic,4.0,7.0,0,5,executive,300000.0,1.0,離婚済み,車なし,2,0
880,35.0,Company Invited,3,17.0,smallbusiness,FEMALE,3.0,5.0,standard,3.0,2.0,0,4,seniormanager,323160.0,0.0,離婚済み,車なし,2,0
881,29.0,Self Enquiry,1,7.0,salaried,MALE,3.0,5.0,basic,3.0,2.0,0,3,executive,401580.0,0.0,結婚済み,車なし,2,0
882,26.0,Self Enquiry,1,8.0,salaried,MALE,3.0,5.0,basic,3.0,3.0,0,5,executive,357120.0,0.0,結婚済み,車なし,2,0
883,40.0,Company Invited,1,9.0,salaried,FEMALE,2.0,5.0,superdeluxe,3.0,2.0,0,3,avp,547680.0,0.0,結婚済み,車なし,1,0
884,27.0,Self Enquiry,1,8.0,salaried,MALE,2.0,5.0,basic,3.0,3.0,0,4,executive,298635.0,0.0,結婚済み,車なし,1,0
885,30.0,Company Invited,1,7.0,salaried,MALE,3.0,5.0,basic,3.0,7.0,0,3,executive,267495.0,0.0,独身,車なし,2,0
886,30.0,Company Invited,1,22.0,salaried,MALE,2.0,5.0,basic,3.0,3.0,0,4,executive,310000.0,0.0,離婚済み,車なし,1,0
887,55.0,Self Enquiry,1,32.0,salaried,FEMALE,2.0,5.0,deluxe,3.0,1.0,0,4,manager,300000.0,0.0,結婚済み,車なし,1,0
888,51.0,Self Enquiry,1,18.0,salaried,FEMALE,3.0,5.0,deluxe,4.0,6.0,0,5,manager,550000.0,0.0,離婚済み,車なし,2,0
889,35.0,Company Invited,1,13.0,salaried,MALE,2.0,5.0,deluxe,3.0,1.0,0,5,manager,299370.0,0.0,結婚済み,車なし,1,0
890,40.0,Self Enquiry,1,9.0,smallbusiness,MALE,3.0,6.0,basic,3.0,5.0,0,4,executive,310000.0,0.0,離婚済み,車あり,2,0
891,32.0,Company Invited,2,9.0,smallbusiness,FEMALE,1.0,5.0,basic,3.0,3.0,0,3,executive,256455.0,0.0,独身,車あり,0,0
892,51.0,Company Invited,2,17.0,smallbusiness,MALE,1.0,6.0,basic,3.0,5.0,0,2,executive,301215.0,0.0,独身,車なし,0,0
893,38.0,Self Enquiry,1,8.0,salaried,FEMALE,3.0,6.0,basic,3.0,5.0,0,3,executive,312480.0,0.0,独身,車なし,2,0
894,18.0,Self Enquiry,2,9.0,salaried,FEMALE,2.0,5.0,standard,4.0,3.0,1,3,seniormanager,412260.0,0.0,独身,車なし,1,0
895,45.0,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,5.0,deluxe,3.0,3.0,0,3,manager,319740.0,0.0,結婚済み,車あり,1,0
896,45.0,Self Enquiry,2,9.0,smallbusiness,FEMALE,3.0,5.0,deluxe,4.0,3.0,0,1,manager,342060.0,0.0,離婚済み,車あり,2,0
897,54.0,Company Invited,2,9.0,salaried,MALE,2.0,6.0,standard,3.0,5.0,0,3,seniormanager,349260.0,1.0,結婚済み,車あり,1,0
898,54.0,Self Enquiry,1,28.0,salaried,MALE,3.0,5.0,superdeluxe,3.0,5.0,0,4,avp,545625.0,0.0,結婚済み,車あり,0,1
899,,Company Invited,1,8.0,smallbusiness,MALE,3.0,3.0,superdeluxe,3.0,2.0,0,4,avp,,0.0,離婚済み,車なし,0,0
900,49.0,Company Invited,1,7.0,largebusiness,MALE,2.0,4.0,basic,3.0,7.0,0,2,executive,500000.0,0.0,独身,車なし,0,0
901,46.0,Self Enquiry,2,11.0,salaried,MALE,3.0,4.0,king,3.0,,0,2,vp,459615.0,0.0,結婚済み,車なし,2,0
902,37.0,Self Enquiry,1,10.0,smallbusiness,MALE,3.0,4.0,basic,3.0,3.0,0,2,executive,323670.0,1.0,独身,車あり,2,0
903,45.0,Self Enquiry,3,11.0,smallbusiness,FEMALE,2.0,2.0,standard,4.0,7.0,0,2,seniormanager,440000.0,0.0,離婚済み,車なし,1,0
904,41.0,Company Invited,2,,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,300000.0,0.0,結婚済み,車あり,1,0
905,28.0,Self Enquiry,2,34.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,339825.0,0.0,結婚済み,車あり,1,0
906,54.0,Self Enquiry,2,34.0,smallbusiness,FEMALE,2.0,3.0,standard,3.0,5.0,0,2,seniormanager,341640.0,0.0,結婚済み,車なし,1,0
907,37.0,Self Enquiry,1,15.0,largebusiness,MALE,1.0,4.0,basic,4.0,1.0,0,4,executive,261960.0,1.0,独身,車あり,0,0
908,49.0,Company Invited,2,8.0,largebusiness,FEMALE,1.0,4.0,standard,4.0,2.0,0,3,seniormanager,366465.0,0.0,結婚済み,車なし,0,0
909,32.0,Company Invited,1,9.0,smallbusiness,FEMALE,1.0,4.0,basic,4.0,1.0,1,3,executive,274050.0,1.0,独身,車なし,0,0
910,,Self Enquiry,1,8.0,smallbusiness,FEMALE,2.0,1.0,basic,3.0,2.0,0,1,executive,267360.0,0.0,結婚済み,車なし,1,0
