id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possession,offspring,offspring_identified
891,32.0,0,1,9.0,2,0,1.0,5.0,0,0,3.0,0,2,1,256455.0,0.0,1,0,0,0
892,51.0,0,1,17.0,2,1,1.0,6.0,0,0,5.0,0,1,1,301215.0,0.0,1,1,0,0
893,38.0,1,0,8.0,1,0,3.0,6.0,0,0,5.0,0,2,1,312480.0,0.0,1,1,2,0
894,18.0,1,1,9.0,1,0,2.0,5.0,3,1,3.0,1,2,3,412260.0,0.0,1,1,1,0
895,45.0,1,0,10.0,2,1,2.0,5.0,1,0,3.0,0,2,2,319740.0,0.0,2,0,1,0
896,45.0,1,1,9.0,2,0,3.0,5.0,1,1,3.0,0,0,2,342060.0,0.0,3,0,2,0
897,54.0,0,1,9.0,1,1,2.0,6.0,3,0,5.0,0,2,3,349260.0,1.0,2,0,1,0
898,54.0,1,0,28.0,1,1,3.0,5.0,4,0,5.0,0,3,0,545625.0,0.0,2,0,0,1
899,,0,0,8.0,2,1,3.0,3.0,4,0,2.0,0,3,0,,0.0,3,1,0,0
900,49.0,0,0,7.0,0,1,2.0,4.0,0,0,7.0,0,1,1,500000.0,0.0,1,1,0,0
901,46.0,1,1,11.0,1,1,3.0,4.0,2,0,,0,1,4,459615.0,0.0,2,1,2,0
902,37.0,1,0,10.0,2,1,3.0,4.0,0,0,3.0,0,1,1,323670.0,1.0,1,0,2,0
903,45.0,1,2,11.0,2,0,2.0,2.0,3,1,7.0,0,1,3,440000.0,0.0,3,1,1,0
904,41.0,0,1,,2,1,2.0,3.0,1,0,3.0,0,1,2,300000.0,0.0,2,0,1,0
905,28.0,1,1,34.0,2,0,2.0,3.0,1,0,2.0,0,1,2,339825.0,0.0,2,0,1,0
906,54.0,1,1,34.0,2,0,2.0,3.0,3,0,5.0,0,1,3,341640.0,0.0,2,1,1,0
907,37.0,1,0,15.0,0,1,1.0,4.0,0,1,1.0,0,3,1,261960.0,1.0,1,0,0,0
908,49.0,0,1,8.0,0,0,1.0,4.0,3,1,2.0,0,2,3,366465.0,0.0,2,1,0,0
909,32.0,0,0,9.0,2,0,1.0,4.0,0,1,1.0,1,2,1,274050.0,1.0,1,1,0,0
910,,1,0,8.0,2,0,2.0,1.0,0,0,2.0,0,0,1,267360.0,0.0,2,1,1,0
911,38.0,0,0,9.0,2,1,2.0,3.0,0,0,2.0,0,1,1,260910.0,0.0,2,0,1,0
912,55.0,0,0,14.0,1,0,1.0,4.0,4,2,5.0,0,3,0,488490.0,0.0,1,1,0,0
913,33.0,0,1,22.0,1,1,1.0,4.0,3,1,2.0,0,2,3,347490.0,0.0,0,0,0,0
914,50.0,1,0,11.0,1,1,2.0,2.0,1,0,3.0,1,0,2,400000.0,0.0,0,0,1,0
915,45.0,0,0,32.0,2,0,2.0,2.0,1,0,3.0,1,1,2,364365.0,0.0,0,0,1,0
916,25.0,0,1,32.0,2,0,1.0,4.0,0,0,1.0,0,1,1,252525.0,1.0,1,0,0,0
917,36.0,1,1,11.0,1,1,2.0,4.0,1,0,5.0,0,1,2,356520.0,0.0,3,0,1,0
918,48.0,0,1,7.0,2,1,1.0,4.0,0,0,2.0,0,1,1,242280.0,1.0,1,0,0,0
919,35.0,1,0,18.0,1,1,2.0,4.0,1,0,2.0,0,1,2,344520.0,0.0,3,1,1,0
920,25.0,0,0,14.0,2,1,1.0,4.0,0,0,7.0,0,1,1,300000.0,0.0,1,1,0,0
921,28.0,1,1,9.0,2,1,2.0,3.0,0,0,2.0,0,2,1,259050.0,0.0,2,0,1,0
922,34.0,0,1,,2,0,2.0,3.0,1,0,3.0,0,3,2,293505.0,0.0,1,1,1,0
923,22.0,0,1,17.0,2,1,2.0,,0,0,1.0,0,3,1,257865.0,1.0,2,1,1,0
924,41.0,1,1,7.0,2,0,2.0,3.0,1,0,4.0,0,3,2,326325.0,0.0,0,1,1,0
925,51.0,0,1,7.0,2,1,2.0,4.0,2,0,6.0,0,1,4,500000.0,0.0,2,1,1,0
926,51.0,0,1,23.0,2,0,1.0,3.0,1,1,1.0,0,3,2,366045.0,0.0,3,1,0,0
927,53.0,0,2,14.0,2,1,1.0,3.0,4,1,2.0,0,3,3,449235.0,0.0,1,0,0,0
928,57.0,0,2,17.0,2,1,1.0,3.0,4,1,1.0,0,3,0,400000.0,0.0,2,1,0,0
929,36.0,1,1,15.0,0,0,1.0,3.0,4,1,1.0,0,2,0,300000.0,0.0,3,1,0,0
930,37.0,0,1,13.0,2,0,1.0,3.0,3,1,1.0,0,3,3,410000.0,0.0,3,1,0,0
931,,1,1,8.0,2,1,1.0,3.0,2,2,2.0,0,2,4,300000.0,0.0,3,1,0,0
932,29.0,0,1,15.0,2,0,1.0,3.0,3,1,2.0,0,2,3,352830.0,0.0,3,1,0,0
933,49.0,1,1,15.0,2,0,1.0,3.0,0,1,5.0,0,2,1,350955.0,0.0,3,1,0,0
934,37.0,0,1,18.0,0,1,1.0,3.0,0,1,1.0,0,3,1,252480.0,1.0,3,0,0,0
935,55.0,0,1,9.0,2,0,1.0,4.0,3,1,4.0,0,3,3,400000.0,0.0,3,0,0,0
936,43.0,1,0,24.0,2,0,1.0,3.0,0,1,1.0,0,3,1,260000.0,0.0,1,1,0,0
937,45.0,1,1,17.0,2,1,1.0,3.0,0,1,2.0,0,3,1,261195.0,1.0,2,1,0,0
938,46.0,1,1,15.0,2,0,2.0,3.0,1,1,2.0,0,3,2,355785.0,0.0,2,1,0,1
939,27.0,1,2,5.0,0,1,1.0,3.0,3,1,2.0,0,3,3,400000.0,0.0,2,0,0,0
940,60.0,1,2,17.0,2,1,1.0,3.0,2,1,1.0,0,4,3,370000.0,0.0,2,1,0,0
941,52.0,0,1,11.0,2,1,1.0,3.0,0,1,2.0,0,3,1,268215.0,0.0,2,0,0,0
942,55.0,0,0,11.0,2,1,1.0,3.0,4,2,4.0,0,3,0,292830.0,0.0,3,1,0,0
943,48.0,0,0,12.0,0,0,1.0,3.0,3,1,1.0,0,3,3,400000.0,0.0,0,1,0,0
944,24.0,1,0,7.0,0,1,1.0,3.0,0,1,2.0,0,3,1,267045.0,1.0,1,0,0,0
945,30.0,0,0,15.0,2,0,1.0,3.0,0,1,2.0,0,2,1,261045.0,1.0,2,1,0,0
946,34.0,0,1,17.0,1,1,2.0,2.0,1,0,2.0,0,3,2,344160.0,0.0,0,0,1,0
947,37.0,0,1,25.0,1,1,2.0,2.0,1,0,3.0,0,3,2,358860.0,0.0,0,1,1,0
948,,0,0,28.0,2,1,1.0,3.0,0,1,1.0,1,2,1,282600.0,1.0,3,0,0,0
949,33.0,0,0,8.0,0,0,1.0,3.0,0,1,4.0,1,2,1,258960.0,1.0,3,1,0,0
950,50.0,0,0,16.0,0,0,1.0,3.0,3,1,2.0,1,2,3,444405.0,0.0,2,1,0,0
951,,1,0,18.0,0,0,1.0,3.0,0,1,2.0,1,3,1,280000.0,1.0,3,1,0,0
952,41.0,1,1,7.0,2,1,2.0,2.0,1,0,2.0,1,2,2,360000.0,0.0,2,0,1,0
953,31.0,0,1,14.0,1,0,1.0,3.0,3,1,2.0,0,3,3,300000.0,0.0,3,1,0,0
954,55.0,0,0,17.0,1,1,1.0,3.0,4,1,6.0,0,3,0,458220.0,0.0,0,1,0,0
955,49.0,0,0,16.0,1,0,1.0,3.0,3,1,5.0,0,3,3,363540.0,0.0,0,1,0,0
956,54.0,1,0,16.0,1,0,1.0,3.0,3,1,2.0,0,3,3,372000.0,0.0,3,1,0,0
957,22.0,1,1,13.0,2,1,2.0,4.0,0,0,3.0,0,1,1,254130.0,1.0,1,0,1,0
958,31.0,1,2,24.0,1,1,2.0,3.0,3,0,3.0,0,1,3,379020.0,1.0,2,1,1,0
959,51.0,0,2,16.0,1,0,2.0,3.0,3,0,3.0,0,1,3,432825.0,0.0,0,1,1,0
960,54.0,1,1,12.0,2,1,2.0,3.0,2,0,5.0,0,0,4,417405.0,0.0,2,0,1,0
961,40.0,0,2,14.0,2,0,2.0,3.0,1,0,2.0,0,1,2,347355.0,0.0,0,1,1,0
962,51.0,1,2,15.0,2,1,2.0,3.0,1,0,7.0,0,0,2,420270.0,0.0,2,1,1,0
963,49.0,1,1,30.0,2,1,2.0,3.0,1,0,3.0,0,1,2,400000.0,0.0,2,0,1,0
964,43.0,2,2,,2,0,2.0,3.0,1,0,1.0,0,1,2,303285.0,0.0,1,1,1,0
965,52.0,1,1,28.0,2,1,2.0,3.0,1,0,5.0,0,1,2,346605.0,0.0,2,0,1,0
966,53.0,0,1,16.0,2,1,3.0,3.0,4,0,3.0,0,0,0,458550.0,0.0,2,1,2,0
967,33.0,1,0,21.0,2,0,2.0,1.0,0,0,2.0,0,3,1,266925.0,1.0,2,1,1,0
968,,1,0,23.0,0,1,2.0,2.0,0,0,7.0,0,3,1,,0.0,2,0,1,0
969,44.0,1,0,14.0,2,1,2.0,3.0,0,0,4.0,0,4,1,312195.0,0.0,2,0,1,0
970,37.0,1,1,13.0,2,1,3.0,4.0,0,0,3.0,0,3,1,345825.0,0.0,0,0,2,0
971,33.0,1,1,13.0,2,1,3.0,3.0,2,0,6.0,0,4,4,400000.0,0.0,2,0,2,0
972,35.0,1,1,15.0,2,1,3.0,4.0,0,0,7.0,0,4,1,318525.0,0.0,0,0,2,0
973,,1,0,6.0,1,0,2.0,3.0,0,0,1.0,0,3,1,254790.0,1.0,1,1,1,0
974,38.0,0,1,16.0,1,0,1.0,3.0,3,1,2.0,1,2,3,400000.0,0.0,0,0,0,0
975,29.0,1,2,17.0,1,0,2.0,3.0,1,0,3.0,0,1,2,324870.0,0.0,2,1,1,0
976,45.0,1,1,13.0,1,1,2.0,3.0,1,0,3.0,0,1,2,350000.0,0.0,3,1,1,0
977,48.0,1,1,6.0,2,1,2.0,3.0,1,0,1.0,0,1,2,300000.0,0.0,2,0,1,0
978,31.0,1,1,6.0,2,1,2.0,3.0,1,0,3.0,0,1,2,424350.0,0.0,2,1,1,0
979,39.0,0,1,13.0,1,1,2.0,3.0,1,0,3.0,0,1,2,316980.0,0.0,0,1,1,0
980,32.0,1,1,11.0,2,1,2.0,3.0,2,1,2.0,0,0,4,555450.0,0.0,2,0,1,0
981,35.0,1,1,32.0,2,1,3.0,3.0,1,0,5.0,0,1,2,351060.0,0.0,2,0,2,0
982,45.0,0,1,27.0,2,0,2.0,3.0,1,0,3.0,0,1,2,349200.0,0.0,3,0,1,0
983,43.0,1,2,15.0,1,1,2.0,3.0,1,0,3.0,0,0,2,451395.0,0.0,0,0,1,0
984,35.0,0,1,33.0,2,0,2.0,3.0,1,0,3.0,0,1,2,344325.0,0.0,2,0,1,0
985,32.0,1,1,22.0,1,1,2.0,3.0,1,0,2.0,0,0,2,307890.0,0.0,3,0,1,0
986,42.0,1,2,13.0,2,1,2.0,3.0,1,0,5.0,0,0,2,345450.0,0.0,0,0,1,0
987,37.0,0,1,10.0,2,1,3.0,4.0,0,0,3.0,0,1,1,394320.0,0.0,0,0,2,0
988,40.0,0,1,16.0,1,1,2.0,3.0,1,1,2.0,0,1,2,330000.0,0.0,2,0,1,0
989,30.0,1,1,9.0,1,1,2.0,3.0,0,0,2.0,0,0,1,253110.0,0.0,3,0,1,0
990,30.0,1,1,8.0,1,1,2.0,3.0,0,0,5.0,0,1,1,332700.0,0.0,3,1,1,0
991,43.0,0,1,9.0,1,0,2.0,3.0,1,0,5.0,0,1,2,308460.0,0.0,3,0,1,0
992,35.0,0,1,14.0,1,1,2.0,3.0,1,0,2.0,0,1,2,390765.0,0.0,3,0,1,0
993,45.0,1,2,10.0,2,0,2.0,3.0,1,0,2.0,0,0,2,330000.0,0.0,3,1,1,0
994,41.0,0,1,26.0,2,0,2.0,3.0,1,0,7.0,0,1,2,336195.0,0.0,0,0,1,0
995,30.0,1,1,27.0,0,1,2.0,3.0,1,0,5.0,0,1,2,330000.0,0.0,0,0,1,0
996,27.0,0,1,14.0,2,1,2.0,3.0,0,0,3.0,0,1,1,307770.0,0.0,3,1,1,0
997,36.0,1,1,22.0,2,1,3.0,3.0,3,0,1.0,0,1,3,381765.0,0.0,2,1,2,0
998,25.0,1,1,25.0,2,0,2.0,3.0,0,0,3.0,0,1,1,295620.0,1.0,1,0,1,0
999,38.0,0,2,21.0,1,0,2.0,3.0,1,0,3.0,0,1,2,342495.0,0.0,0,0,1,0
1000,45.0,1,1,30.0,1,1,2.0,3.0,1,0,2.0,0,1,2,317640.0,0.0,2,0,1,0
1001,45.0,0,1,13.0,2,1,2.0,3.0,1,0,1.0,0,0,2,340000.0,0.0,3,1,1,0
1002,42.0,1,1,34.0,1,0,2.0,3.0,1,0,3.0,0,1,2,318075.0,0.0,1,0,1,0
1003,47.0,1,1,14.0,1,0,3.0,3.0,3,1,2.0,0,0,3,385545.0,0.0,2,0,2,0
1004,33.0,1,1,23.0,1,0,2.0,3.0,3,0,5.0,0,1,3,348450.0,0.0,2,1,1,0
1005,43.0,1,1,10.0,2,1,3.0,3.0,3,0,2.0,0,0,2,365175.0,0.0,3,1,2,0
1006,41.0,1,1,7.0,1,0,3.0,3.0,3,0,5.0,0,0,3,394530.0,0.0,0,0,2,0
1007,33.0,1,1,7.0,2,1,2.0,3.0,1,0,7.0,0,1,2,300000.0,1.0,2,0,1,0
1008,40.0,1,1,32.0,2,1,2.0,3.0,1,0,3.0,0,1,2,340320.0,0.0,3,1,1,0
1009,57.0,1,1,11.0,2,0,2.0,3.0,2,1,6.0,0,0,4,521385.0,0.0,2,1,1,0
1010,45.0,1,1,14.0,2,1,2.0,3.0,3,0,2.0,0,0,3,314655.0,0.0,2,1,1,0
1011,44.0,1,1,,1,1,2.0,4.0,1,0,3.0,0,1,2,307740.0,0.0,2,0,1,0
1012,30.0,1,1,21.0,1,1,2.0,3.0,0,0,2.0,0,1,1,256560.0,0.0,3,1,1,0
1013,32.0,0,1,15.0,1,1,3.0,3.0,3,0,2.0,0,1,2,300000.0,0.0,2,0,2,0
1014,42.0,0,0,,2,0,2.0,3.0,1,0,3.0,0,1,2,319830.0,0.0,3,1,1,0
1015,40.0,1,0,13.0,2,1,2.0,3.0,1,0,4.0,0,1,2,340000.0,0.0,2,1,1,0
1016,22.0,1,0,8.0,2,0,2.0,3.0,0,0,3.0,0,0,1,260475.0,0.0,1,0,1,0
1017,36.0,0,0,25.0,2,1,2.0,3.0,0,0,3.0,0,1,1,316575.0,0.0,3,0,1,0
1018,,1,0,7.0,2,1,2.0,3.0,0,0,1.0,0,1,1,263805.0,0.0,2,0,1,0
1019,55.0,1,1,10.0,2,0,2.0,4.0,1,0,2.0,1,0,2,365610.0,0.0,3,0,1,0
1020,25.0,1,1,,1,1,2.0,4.0,0,0,3.0,1,1,1,310845.0,1.0,1,0,1,0
1021,39.0,0,1,30.0,1,0,3.0,3.0,1,1,6.0,1,1,2,300000.0,0.0,0,1,2,0
1022,55.0,0,1,14.0,1,0,3.0,3.0,4,0,4.0,0,1,0,529785.0,0.0,1,1,2,0
1023,50.0,1,2,8.0,2,0,1.0,4.0,3,1,2.0,0,1,3,362835.0,0.0,1,1,0,0
1024,37.0,1,1,15.0,1,1,2.0,3.0,2,0,2.0,0,1,4,506400.0,0.0,2,0,1,0
1025,37.0,0,1,15.0,0,1,1.0,4.0,0,1,1.0,0,1,1,263925.0,1.0,1,0,0,0
1026,47.0,0,0,12.0,2,0,1.0,4.0,3,1,2.0,0,1,3,450390.0,0.0,3,1,0,0
1027,51.0,1,1,15.0,1,0,1.0,4.0,4,1,5.0,0,1,0,470000.0,0.0,3,1,0,0
1028,47.0,0,0,13.0,1,0,1.0,4.0,3,1,1.0,0,0,3,400000.0,0.0,2,0,0,0
1029,52.0,0,0,14.0,2,1,1.0,5.0,3,1,6.0,0,2,3,374220.0,0.0,2,1,0,0
1030,37.0,1,1,15.0,2,1,3.0,3.0,3,0,3.0,1,2,3,464940.0,0.0,2,0,2,0
1031,35.0,1,0,9.0,2,1,3.0,4.0,0,0,6.0,0,3,1,329610.0,0.0,1,1,2,0
1032,,1,0,24.0,2,0,3.0,3.0,0,0,2.0,0,2,1,,0.0,3,1,2,0
1033,34.0,1,0,7.0,2,0,2.0,3.0,0,0,3.0,0,0,1,400000.0,0.0,3,0,1,0
1034,35.0,1,0,10.0,1,0,3.0,3.0,1,0,5.0,0,1,2,324570.0,0.0,3,0,2,0
1035,48.0,1,0,10.0,0,0,3.0,3.0,0,0,5.0,0,1,1,311445.0,0.0,0,0,2,0
1036,27.0,1,0,8.0,2,1,2.0,3.0,0,0,2.0,0,1,1,372600.0,0.0,2,0,1,0
1037,47.0,1,0,8.0,2,1,3.0,3.0,0,0,2.0,0,1,1,262710.0,0.0,2,0,2,0
1038,29.0,0,0,24.0,2,1,2.0,3.0,0,0,1.0,0,1,1,266910.0,1.0,2,1,1,0
1039,35.0,1,0,15.0,1,0,2.0,3.0,1,0,3.0,0,1,2,400000.0,0.0,2,0,1,0
1040,42.0,1,0,25.0,0,1,2.0,4.0,1,0,4.0,0,0,2,320000.0,0.0,2,0,1,0
1041,42.0,0,0,8.0,1,1,3.0,3.0,3,0,2.0,0,0,3,423645.0,0.0,0,0,2,0
1042,25.0,1,0,31.0,1,1,3.0,4.0,1,0,2.0,0,1,2,370560.0,0.0,1,0,2,0
1043,46.0,0,0,8.0,1,1,3.0,3.0,1,0,1.0,0,1,2,316605.0,0.0,2,1,2,0
1044,34.0,1,0,,2,0,2.0,3.0,1,0,1.0,0,0,2,286440.0,0.0,2,1,1,0
1045,32.0,1,0,16.0,2,1,2.0,3.0,1,0,3.0,0,1,2,400000.0,0.0,2,1,1,0
1046,42.0,1,0,6.0,1,0,2.0,3.0,1,0,3.0,0,1,2,306270.0,0.0,2,0,1,0
1047,30.0,1,0,7.0,1,1,2.0,3.0,0,0,3.0,0,1,1,300000.0,0.0,2,1,1,0
1048,55.0,0,0,12.0,1,0,2.0,3.0,3,0,7.0,0,1,3,500000.0,0.0,0,1,1,0
1049,56.0,1,0,13.0,2,0,2.0,3.0,4,0,1.0,0,1,2,384405.0,0.0,2,1,1,0
1050,60.0,1,0,7.0,1,1,3.0,3.0,3,0,2.0,0,1,3,343545.0,0.0,0,1,2,0
1051,45.0,0,0,10.0,0,1,2.0,3.0,1,0,3.0,0,1,2,331305.0,0.0,2,0,1,0
1052,46.0,1,0,10.0,2,1,2.0,4.0,1,0,2.0,0,1,2,331455.0,0.0,3,0,1,0
1053,52.0,1,1,30.0,2,0,3.0,3.0,1,0,4.0,0,3,2,366405.0,0.0,2,0,2,0
1054,21.0,0,1,10.0,2,0,2.0,3.0,0,0,3.0,0,1,1,255075.0,1.0,2,1,1,0
1055,,1,1,10.0,2,0,2.0,3.0,1,0,1.0,0,0,2,272730.0,0.0,1,0,1,0
1056,24.0,0,1,15.0,2,0,1.0,3.0,0,0,2.0,0,1,1,249480.0,0.0,1,1,0,0
1057,30.0,1,1,18.0,2,1,1.0,3.0,3,0,3.0,0,1,3,360660.0,0.0,2,1,0,0
1058,31.0,0,1,13.0,2,1,1.0,3.0,3,0,2.0,0,1,3,392745.0,0.0,1,1,0,0
1059,25.0,1,1,22.0,2,1,1.0,3.0,3,0,2.0,0,1,3,345240.0,0.0,2,0,0,0
1060,34.0,0,1,9.0,1,1,1.0,3.0,1,0,2.0,0,0,2,259305.0,1.0,3,0,0,0
1061,58.0,1,1,8.0,0,0,2.0,3.0,4,0,5.0,0,1,0,506370.0,0.0,2,0,1,0
1062,35.0,0,1,,2,1,1.0,3.0,1,0,2.0,0,1,2,321765.0,0.0,1,0,0,0
1063,55.0,1,1,14.0,2,1,2.0,3.0,4,1,7.0,0,1,0,510000.0,0.0,1,0,1,0
1064,33.0,1,1,13.0,2,0,2.0,3.0,1,0,2.0,0,0,2,400000.0,0.0,2,0,1,0
1065,23.0,1,2,13.0,2,1,1.0,3.0,4,1,3.0,0,1,0,251550.0,1.0,1,1,0,0
1066,51.0,0,1,18.0,2,0,2.0,3.0,3,1,6.0,0,1,3,508485.0,0.0,2,1,1,0
1067,28.0,0,1,10.0,1,1,1.0,3.0,1,0,1.0,0,1,2,300000.0,0.0,2,0,0,0
1068,34.0,0,1,16.0,2,1,1.0,3.0,1,0,2.0,0,1,2,277620.0,0.0,2,0,0,0
1069,23.0,1,1,8.0,2,1,1.0,3.0,0,0,1.0,0,1,1,256335.0,1.0,3,1,0,0
1070,47.0,0,1,8.0,1,1,1.0,3.0,3,0,2.0,0,1,3,359895.0,0.0,3,1,0,0
1071,33.0,1,1,14.0,2,0,2.0,3.0,0,0,2.0,0,0,1,255825.0,0.0,3,1,1,0
1072,27.0,0,1,,2,1,2.0,3.0,1,0,1.0,0,1,2,300570.0,0.0,2,0,1,0
1073,38.0,0,1,31.0,1,0,2.0,3.0,1,0,1.0,0,1,2,310920.0,0.0,3,0,1,0
1074,52.0,1,1,9.0,1,1,3.0,3.0,1,0,3.0,0,0,2,382650.0,0.0,2,1,2,0
1075,53.0,1,0,7.0,1,1,3.0,3.0,2,0,6.0,0,3,1,267270.0,0.0,2,0,2,0
1076,18.0,1,1,9.0,0,0,1.0,4.0,0,1,4.0,1,1,1,264585.0,1.0,1,0,0,0
1077,33.0,1,1,13.0,2,0,3.0,3.0,3,0,2.0,0,2,3,348885.0,0.0,2,1,2,0
1078,28.0,1,1,24.0,2,1,3.0,3.0,1,0,5.0,0,2,2,303840.0,0.0,3,0,2,0
1079,34.0,1,1,8.0,0,1,3.0,3.0,1,0,3.0,0,2,2,320655.0,0.0,2,0,2,0
1080,43.0,1,1,15.0,0,1,3.0,3.0,2,1,2.0,0,2,4,437670.0,0.0,3,1,2,0
1081,25.0,1,1,14.0,0,1,3.0,3.0,3,1,3.0,0,2,3,425430.0,0.0,2,0,2,0
1082,29.0,1,2,9.0,1,0,3.0,3.0,1,1,2.0,0,3,2,264540.0,0.0,1,1,2,0
1083,29.0,0,2,8.0,1,0,3.0,3.0,3,1,2.0,0,3,3,373575.0,0.0,2,0,2,0
1084,38.0,1,1,13.0,1,1,3.0,3.0,1,0,3.0,0,3,2,329325.0,0.0,2,1,2,0
1085,35.0,0,1,,1,0,3.0,3.0,1,0,3.0,0,2,2,321615.0,0.0,2,1,2,0
1086,,1,1,22.0,1,1,3.0,4.0,0,0,3.0,0,3,1,339855.0,0.0,2,0,2,0
1087,27.0,0,1,12.0,1,0,3.0,3.0,3,0,1.0,1,2,3,396120.0,1.0,1,1,2,0
1088,46.0,0,1,7.0,1,1,2.0,4.0,2,0,6.0,0,0,4,571785.0,0.0,3,0,1,0
1089,57.0,0,0,17.0,1,1,2.0,3.0,0,0,1.0,1,0,1,473370.0,0.0,2,0,1,0
1090,25.0,1,1,11.0,1,1,3.0,4.0,3,0,3.0,1,0,1,438555.0,0.0,3,0,2,0
1091,24.0,1,1,8.0,1,1,1.0,3.0,0,0,4.0,1,1,1,312690.0,0.0,1,0,0,0
1092,32.0,1,1,14.0,2,0,1.0,3.0,0,1,1.0,1,1,1,264600.0,1.0,3,0,0,0
1093,35.0,0,1,26.0,2,0,1.0,3.0,0,0,2.0,1,1,1,264780.0,1.0,1,0,0,0
1094,39.0,1,1,16.0,1,1,2.0,3.0,3,0,3.0,1,1,3,448590.0,0.0,0,1,1,0
1095,40.0,0,1,7.0,1,1,3.0,3.0,1,0,4.0,0,2,2,400000.0,0.0,1,0,2,0
1096,30.0,1,0,9.0,2,0,3.0,4.0,0,0,3.0,0,2,1,300000.0,0.0,0,0,2,0
1097,37.0,0,0,8.0,1,1,3.0,3.0,1,0,3.0,0,3,2,303135.0,0.0,2,0,2,0
1098,35.0,1,0,13.0,2,1,2.0,3.0,0,0,6.0,0,0,1,269715.0,0.0,3,0,1,0
1099,52.0,1,1,17.0,1,1,3.0,3.0,2,0,2.0,1,4,4,464535.0,0.0,2,1,0,1
1100,,1,0,10.0,0,1,2.0,3.0,1,0,2.0,1,1,2,315060.0,0.0,3,0,1,0
1101,,0,1,19.0,2,1,1.0,4.0,0,0,2.0,0,2,1,259155.0,1.0,1,0,0,0
1102,25.0,0,1,8.0,2,0,1.0,4.0,0,0,2.0,0,2,1,264240.0,0.0,3,1,0,0
1103,42.0,0,1,18.0,2,0,2.0,4.0,0,0,2.0,0,2,1,276960.0,0.0,3,1,1,0
1104,22.0,1,1,9.0,2,0,2.0,4.0,0,0,1.0,0,2,1,256200.0,1.0,1,1,1,0
1105,47.0,1,2,16.0,2,0,3.0,3.0,3,0,5.0,0,0,3,519570.0,0.0,2,1,2,0
1106,51.0,0,1,16.0,2,0,1.0,4.0,0,0,2.0,1,2,1,280000.0,0.0,2,0,0,0
1107,36.0,1,0,26.0,1,1,2.0,,1,0,3.0,0,1,2,300000.0,0.0,1,1,1,0
1108,19.0,0,0,7.0,2,0,2.0,3.0,0,0,2.0,0,1,1,250000.0,1.0,1,1,1,0
1109,58.0,0,0,30.0,2,0,1.0,3.0,4,0,4.0,0,1,0,437640.0,0.0,3,1,0,0
1110,53.0,1,0,9.0,1,0,2.0,3.0,3,0,3.0,0,0,3,428790.0,0.0,0,0,1,0
1111,55.0,0,0,17.0,1,1,2.0,3.0,4,0,1.0,0,0,0,454830.0,0.0,3,1,1,0
1112,35.0,0,0,24.0,2,1,1.0,3.0,0,0,5.0,0,1,1,267030.0,0.0,2,0,0,0
1113,53.0,0,0,9.0,1,0,2.0,3.0,3,0,1.0,0,1,3,383040.0,0.0,2,1,1,0
1114,36.0,1,0,,0,1,2.0,3.0,1,0,1.0,0,1,2,300000.0,0.0,3,0,1,0
1115,51.0,1,0,16.0,2,0,1.0,3.0,3,1,5.0,0,1,1,266970.0,0.0,2,1,0,0
1116,27.0,0,0,15.0,2,1,2.0,3.0,0,0,1.0,0,0,1,272580.0,0.0,1,0,1,0
1117,54.0,1,0,17.0,2,1,1.0,3.0,1,0,5.0,0,1,2,400000.0,0.0,3,0,0,0
1118,32.0,0,0,21.0,1,0,1.0,3.0,0,0,1.0,0,0,1,300000.0,1.0,1,1,0,0
1119,45.0,1,0,13.0,0,0,2.0,3.0,1,0,1.0,0,1,2,297300.0,0.0,1,1,1,0
1120,,0,0,15.0,2,0,1.0,3.0,0,0,2.0,0,1,1,266535.0,0.0,3,0,0,0
1121,33.0,0,0,24.0,2,1,1.0,3.0,0,0,1.0,0,0,1,260000.0,0.0,1,0,0,0
1122,50.0,1,1,16.0,2,1,3.0,4.0,3,0,2.0,0,1,3,472995.0,0.0,0,1,2,0
1123,35.0,1,1,8.0,2,0,1.0,3.0,3,1,1.0,0,0,3,262065.0,0.0,1,0,0,0
1124,38.0,0,1,8.0,1,1,1.0,3.0,1,1,1.0,0,1,2,262515.0,0.0,1,0,0,0
1125,57.0,1,0,31.0,1,1,1.0,3.0,4,1,3.0,0,0,0,417120.0,0.0,2,1,0,0
1126,54.0,1,1,6.0,1,1,1.0,3.0,3,1,2.0,0,0,3,300000.0,1.0,2,0,0,0
1127,35.0,1,1,17.0,2,1,1.0,3.0,1,1,5.0,0,1,3,308610.0,0.0,1,0,0,0
1128,52.0,0,1,16.0,2,1,1.0,3.0,3,1,2.0,0,0,3,440000.0,0.0,0,1,0,0
1129,43.0,1,0,12.0,1,0,1.0,3.0,3,1,2.0,0,0,3,349005.0,0.0,0,1,0,0
1130,50.0,1,0,9.0,0,0,1.0,3.0,3,1,5.0,0,0,3,344025.0,0.0,0,1,0,0
1131,51.0,0,1,11.0,1,0,1.0,3.0,3,1,1.0,0,1,3,360285.0,1.0,3,1,0,0
1132,30.0,0,2,11.0,1,1,1.0,3.0,1,1,1.0,0,1,2,299730.0,0.0,0,0,0,0
