Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,MonthlyIncome,offspring,offspring_identified,TypeofContact_Self Enquiry,Occupation_salaried,Occupation_smallbusiness,Gender_MALE,ProductPitched_deluxe,ProductPitched_king,ProductPitched_standard,ProductPitched_superdeluxe,Designation_executive,Designation_manager,Designation_seniormanager,Designation_vp,married_独身,married_結婚済み,married_離婚済み,car_possession_車なし,Cluster,ProdTaken
55.0,2,9.0,1.0,4.0,4.0,4.0,0,4,400000.0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,3,0
43.0,1,24.0,1.0,3.0,4.0,1.0,0,4,260000.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,0
45.0,2,17.0,1.0,3.0,4.0,2.0,0,4,261195.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,2,1
46.0,2,15.0,2.0,3.0,4.0,2.0,0,4,355785.0,0,1,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,1,0
27.0,3,5.0,1.0,3.0,4.0,2.0,0,4,400000.0,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,3,0
60.0,3,17.0,1.0,3.0,4.0,1.0,0,5,370000.0,0,0,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,4,0
52.0,2,11.0,1.0,3.0,4.0,2.0,0,4,268215.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
55.0,1,11.0,1.0,3.0,5.0,4.0,0,4,292830.0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,0,0
48.0,1,12.0,1.0,3.0,4.0,1.0,0,4,400000.0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3,0
24.0,1,7.0,1.0,3.0,4.0,2.0,0,4,267045.0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
30.0,1,15.0,1.0,3.0,4.0,2.0,0,3,261045.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,2,1
34.0,2,17.0,2.0,2.0,3.0,2.0,0,4,344160.0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0
37.0,2,25.0,2.0,2.0,3.0,3.0,0,4,358860.0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,1,0
39.3096536477524,1,28.0,1.0,3.0,4.0,1.0,1,3,282600.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,2,1
33.0,1,8.0,1.0,3.0,4.0,4.0,1,3,258960.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,2,1
50.0,1,16.0,1.0,3.0,4.0,2.0,1,3,444405.0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
39.3096536477524,1,18.0,1.0,3.0,4.0,2.0,1,4,280000.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,2,1
41.0,2,7.0,2.0,2.0,3.0,2.0,1,3,360000.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
31.0,2,14.0,1.0,3.0,4.0,2.0,0,4,300000.0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,3,0
55.0,1,17.0,1.0,3.0,4.0,6.0,0,4,458220.0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,0
49.0,1,16.0,1.0,3.0,4.0,5.0,0,4,363540.0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3,0
54.0,1,16.0,1.0,3.0,4.0,2.0,0,4,372000.0,0,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,3,0
22.0,2,13.0,2.0,4.0,3.0,3.0,0,2,254130.0,1,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
31.0,3,24.0,2.0,3.0,3.0,3.0,0,2,379020.0,1,0,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,3,1
51.0,3,16.0,2.0,3.0,3.0,3.0,0,2,432825.0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3,0
54.0,2,12.0,2.0,3.0,3.0,5.0,0,1,417405.0,1,0,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,4,0
40.0,3,14.0,2.0,3.0,3.0,2.0,0,2,347355.0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1,0
51.0,3,15.0,2.0,3.0,3.0,7.0,0,1,420270.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
49.0,2,30.0,2.0,3.0,3.0,3.0,0,2,400000.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
43.0,3,14.46639904846863,2.0,3.0,3.0,1.0,0,2,303285.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1,0
52.0,2,28.0,2.0,3.0,3.0,5.0,0,2,346605.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
53.0,2,16.0,3.0,3.0,3.0,3.0,0,1,458550.0,2,0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,0,0
33.0,1,21.0,2.0,1.0,3.0,2.0,0,4,266925.0,1,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,2,1
39.3096536477524,1,23.0,2.0,2.0,3.0,7.0,0,4,356131.7103157282,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
44.0,1,14.0,2.0,3.0,3.0,4.0,0,5,312195.0,1,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
37.0,2,13.0,3.0,4.0,3.0,3.0,0,4,345825.0,2,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,2,0
33.0,2,13.0,3.0,3.0,3.0,6.0,0,5,400000.0,2,0,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,4,0
35.0,2,15.0,3.0,4.0,3.0,7.0,0,5,318525.0,2,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,2,0
39.3096536477524,1,6.0,2.0,3.0,3.0,1.0,0,4,254790.0,1,0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2,1
38.0,2,16.0,1.0,3.0,4.0,2.0,1,3,400000.0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0
29.0,3,17.0,2.0,3.0,3.0,3.0,0,2,324870.0,1,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1,0
45.0,2,13.0,2.0,3.0,3.0,3.0,0,2,350000.0,1,0,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,1,0
48.0,2,6.0,2.0,3.0,3.0,1.0,0,2,300000.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
31.0,2,6.0,2.0,3.0,3.0,3.0,0,2,424350.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
39.0,2,13.0,2.0,3.0,3.0,3.0,0,2,316980.0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,1,0
32.0,2,11.0,2.0,3.0,4.0,2.0,0,1,555450.0,1,0,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,4,0
35.0,2,32.0,3.0,3.0,3.0,5.0,0,2,351060.0,2,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
45.0,2,27.0,2.0,3.0,3.0,3.0,0,2,349200.0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0
43.0,3,15.0,2.0,3.0,3.0,3.0,0,1,451395.0,1,0,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0
35.0,2,33.0,2.0,3.0,3.0,3.0,0,2,344325.0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
32.0,2,22.0,2.0,3.0,3.0,2.0,0,1,307890.0,1,0,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
42.0,3,13.0,2.0,3.0,3.0,5.0,0,1,345450.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0
37.0,2,10.0,3.0,4.0,3.0,3.0,0,2,394320.0,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,2,0
40.0,2,16.0,2.0,3.0,4.0,2.0,0,2,330000.0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
30.0,2,9.0,2.0,3.0,3.0,2.0,0,1,253110.0,1,0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2,0
30.0,2,8.0,2.0,3.0,3.0,5.0,0,2,332700.0,1,0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,2,0
43.0,2,9.0,2.0,3.0,3.0,5.0,0,2,308460.0,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0
35.0,2,14.0,2.0,3.0,3.0,2.0,0,2,390765.0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
45.0,3,10.0,2.0,3.0,3.0,2.0,0,1,330000.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,1,0
41.0,2,26.0,2.0,3.0,3.0,7.0,0,2,336195.0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0
30.0,2,27.0,2.0,3.0,3.0,5.0,0,2,330000.0,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0
27.0,2,14.0,2.0,3.0,3.0,3.0,0,2,307770.0,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,2,0
36.0,2,22.0,3.0,3.0,3.0,1.0,0,2,381765.0,2,0,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,3,0
25.0,2,25.0,2.0,3.0,3.0,3.0,0,2,295620.0,1,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
38.0,3,21.0,2.0,3.0,3.0,3.0,0,2,342495.0,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0
45.0,2,30.0,2.0,3.0,3.0,2.0,0,2,317640.0,1,0,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
45.0,2,13.0,2.0,3.0,3.0,1.0,0,1,340000.0,1,0,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,1,0
42.0,2,34.0,2.0,3.0,3.0,3.0,0,2,318075.0,1,0,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,0
47.0,2,14.0,3.0,3.0,4.0,2.0,0,1,385545.0,2,0,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,3,0
33.0,2,23.0,2.0,3.0,3.0,5.0,0,2,348450.0,1,0,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
43.0,2,10.0,3.0,3.0,3.0,2.0,0,1,365175.0,2,0,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,3,0
41.0,2,7.0,3.0,3.0,3.0,5.0,0,1,394530.0,2,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0
33.0,2,7.0,2.0,3.0,3.0,7.0,0,2,300000.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,1
40.0,2,32.0,2.0,3.0,3.0,3.0,0,2,340320.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,1,0
57.0,2,11.0,2.0,3.0,4.0,6.0,0,1,521385.0,1,0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,4,0
45.0,2,14.0,2.0,3.0,3.0,2.0,0,1,314655.0,1,0,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,3,0
44.0,2,14.46639904846863,2.0,4.0,3.0,3.0,0,2,307740.0,1,0,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
30.0,2,21.0,2.0,3.0,3.0,2.0,0,2,256560.0,1,0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,2,0
32.0,2,15.0,3.0,3.0,3.0,2.0,0,2,300000.0,2,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,0
42.0,1,14.46639904846863,2.0,3.0,3.0,3.0,0,2,319830.0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,1,0
40.0,1,13.0,2.0,3.0,3.0,4.0,0,2,340000.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
22.0,1,8.0,2.0,3.0,3.0,3.0,0,1,260475.0,1,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0
36.0,1,25.0,2.0,3.0,3.0,3.0,0,2,316575.0,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,2,0
39.3096536477524,1,7.0,2.0,3.0,3.0,1.0,0,2,263805.0,1,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
55.0,2,10.0,2.0,4.0,3.0,2.0,1,1,365610.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0
25.0,2,14.46639904846863,2.0,4.0,3.0,3.0,1,2,310845.0,1,0,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
39.0,2,30.0,3.0,3.0,4.0,6.0,1,2,300000.0,2,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1,0
55.0,2,14.0,3.0,3.0,3.0,4.0,0,2,529785.0,2,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0
50.0,3,8.0,1.0,4.0,4.0,2.0,0,2,362835.0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,3,0
37.0,2,15.0,2.0,3.0,3.0,2.0,0,2,506400.0,1,0,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,4,0
37.0,2,15.0,1.0,4.0,4.0,1.0,0,2,263925.0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
47.0,1,12.0,1.0,4.0,4.0,2.0,0,2,450390.0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,3,0
51.0,2,15.0,1.0,4.0,4.0,5.0,0,2,470000.0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0,0
47.0,1,13.0,1.0,4.0,4.0,1.0,0,1,400000.0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,3,0
52.0,1,14.0,1.0,5.0,4.0,6.0,0,3,374220.0,0,0,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,3,0
37.0,2,15.0,3.0,3.0,3.0,3.0,1,3,464940.0,2,0,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,3,0
35.0,1,9.0,3.0,4.0,3.0,6.0,0,4,329610.0,2,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,2,0
39.3096536477524,1,24.0,3.0,3.0,3.0,2.0,0,3,356131.7103157282,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
34.0,1,7.0,2.0,3.0,3.0,3.0,0,1,400000.0,1,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2,0
35.0,1,10.0,3.0,3.0,3.0,5.0,0,2,324570.0,2,0,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0
48.0,1,10.0,3.0,3.0,3.0,5.0,0,2,311445.0,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,0
27.0,1,8.0,2.0,3.0,3.0,2.0,0,2,372600.0,1,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
47.0,1,8.0,3.0,3.0,3.0,2.0,0,2,262710.0,2,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
29.0,1,24.0,2.0,3.0,3.0,1.0,0,2,266910.0,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,2,1
35.0,1,15.0,2.0,3.0,3.0,3.0,0,2,400000.0,1,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
42.0,1,25.0,2.0,4.0,3.0,4.0,0,1,320000.0,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
42.0,1,8.0,3.0,3.0,3.0,2.0,0,1,423645.0,2,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,3,0
25.0,1,31.0,3.0,4.0,3.0,2.0,0,2,370560.0,2,0,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,1,0
46.0,1,8.0,3.0,3.0,3.0,1.0,0,2,316605.0,2,0,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
34.0,1,14.46639904846863,2.0,3.0,3.0,1.0,0,1,286440.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,1,0
32.0,1,16.0,2.0,3.0,3.0,3.0,0,2,400000.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
42.0,1,6.0,2.0,3.0,3.0,3.0,0,2,306270.0,1,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
30.0,1,7.0,2.0,3.0,3.0,3.0,0,2,300000.0,1,0,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,2,0
55.0,1,12.0,2.0,3.0,3.0,7.0,0,2,500000.0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3,0
56.0,1,13.0,2.0,3.0,3.0,1.0,0,2,384405.0,1,0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,0,0
60.0,1,7.0,3.0,3.0,3.0,2.0,0,2,343545.0,2,0,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,3,0
45.0,1,10.0,2.0,3.0,3.0,3.0,0,2,331305.0,1,0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
46.0,1,10.0,2.0,4.0,3.0,2.0,0,2,331455.0,1,0,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
52.0,2,30.0,3.0,3.0,3.0,4.0,0,4,366405.0,2,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
21.0,2,10.0,2.0,3.0,3.0,3.0,0,2,255075.0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,2,1
39.3096536477524,2,10.0,2.0,3.0,3.0,1.0,0,1,272730.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1,0
24.0,2,15.0,1.0,3.0,3.0,2.0,0,2,249480.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,0
30.0,2,18.0,1.0,3.0,3.0,3.0,0,2,360660.0,0,0,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,3,0
31.0,2,13.0,1.0,3.0,3.0,2.0,0,2,392745.0,0,0,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,3,0
25.0,2,22.0,1.0,3.0,3.0,2.0,0,2,345240.0,0,0,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,3,0
34.0,2,9.0,1.0,3.0,3.0,2.0,0,1,259305.0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1,1
58.0,2,8.0,2.0,3.0,3.0,5.0,0,2,506370.0,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,0
35.0,2,14.46639904846863,1.0,3.0,3.0,2.0,0,2,321765.0,0,0,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,1,0
55.0,2,14.0,2.0,3.0,4.0,7.0,0,2,510000.0,1,0,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0
33.0,2,13.0,2.0,3.0,3.0,2.0,0,1,400000.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
23.0,3,13.0,1.0,3.0,4.0,3.0,0,2,251550.0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,0,1
51.0,2,18.0,2.0,3.0,4.0,6.0,0,2,508485.0,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
28.0,2,10.0,1.0,3.0,3.0,1.0,0,2,300000.0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
34.0,2,16.0,1.0,3.0,3.0,2.0,0,2,277620.0,0,0,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
23.0,2,8.0,1.0,3.0,3.0,1.0,0,2,256335.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,2,1
47.0,2,8.0,1.0,3.0,3.0,2.0,0,2,359895.0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,3,0
33.0,2,14.0,2.0,3.0,3.0,2.0,0,1,255825.0,1,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
27.0,2,14.46639904846863,2.0,3.0,3.0,1.0,0,2,300570.0,1,0,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
38.0,2,31.0,2.0,3.0,3.0,1.0,0,2,310920.0,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0
52.0,2,9.0,3.0,3.0,3.0,3.0,0,1,382650.0,2,0,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
53.0,1,7.0,3.0,3.0,3.0,6.0,0,4,267270.0,2,0,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,4,0
18.0,2,9.0,1.0,4.0,4.0,4.0,1,2,264585.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
33.0,2,13.0,3.0,3.0,3.0,2.0,0,3,348885.0,2,0,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
28.0,2,24.0,3.0,3.0,3.0,5.0,0,3,303840.0,2,0,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
34.0,2,8.0,3.0,3.0,3.0,3.0,0,3,320655.0,2,0,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
43.0,2,15.0,3.0,3.0,4.0,2.0,0,3,437670.0,2,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,4,0
25.0,2,14.0,3.0,3.0,4.0,3.0,0,3,425430.0,2,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,3,0
29.0,3,9.0,3.0,3.0,4.0,2.0,0,4,264540.0,2,0,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1,0
29.0,3,8.0,3.0,3.0,4.0,2.0,0,4,373575.0,2,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,3,0
38.0,2,13.0,3.0,3.0,3.0,3.0,0,4,329325.0,2,0,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,1,0
35.0,2,14.46639904846863,3.0,3.0,3.0,3.0,0,3,321615.0,2,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1,0
39.3096536477524,2,22.0,3.0,4.0,3.0,3.0,0,4,339855.0,2,0,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
27.0,2,12.0,3.0,3.0,3.0,1.0,1,3,396120.0,2,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,3,1
46.0,2,7.0,2.0,4.0,3.0,6.0,0,1,571785.0,1,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,4,0
57.0,1,17.0,2.0,3.0,3.0,1.0,1,1,473370.0,1,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
25.0,2,11.0,3.0,4.0,3.0,3.0,1,1,438555.0,2,0,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,0
24.0,2,8.0,1.0,3.0,3.0,4.0,1,2,312690.0,0,0,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
32.0,2,14.0,1.0,3.0,4.0,1.0,1,2,264600.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2,1
35.0,2,26.0,1.0,3.0,3.0,2.0,1,2,264780.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
39.0,2,16.0,2.0,3.0,3.0,3.0,1,2,448590.0,1,0,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,3,0
40.0,2,7.0,3.0,3.0,3.0,4.0,0,3,400000.0,2,0,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,1,0
30.0,1,9.0,3.0,4.0,3.0,3.0,0,3,300000.0,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2,0
37.0,1,8.0,3.0,3.0,3.0,3.0,0,4,303135.0,2,0,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
35.0,1,13.0,2.0,3.0,3.0,6.0,0,1,269715.0,1,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,2,0
52.0,2,17.0,3.0,3.0,3.0,2.0,1,5,464535.0,0,1,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,4,0
39.3096536477524,1,10.0,2.0,3.0,3.0,2.0,1,2,315060.0,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
39.3096536477524,2,19.0,1.0,4.0,3.0,2.0,0,3,259155.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
25.0,2,8.0,1.0,4.0,3.0,2.0,0,3,264240.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
42.0,2,18.0,2.0,4.0,3.0,2.0,0,3,276960.0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
22.0,2,9.0,2.0,4.0,3.0,1.0,0,3,256200.0,1,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,1
47.0,3,16.0,3.0,3.0,3.0,5.0,0,1,519570.0,2,0,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
51.0,2,16.0,1.0,4.0,3.0,2.0,1,3,280000.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2,0
36.0,1,26.0,2.0,3.673602080624187,3.0,3.0,0,2,300000.0,1,0,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,1,0
19.0,1,7.0,2.0,3.0,3.0,2.0,0,2,250000.0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,1
58.0,1,30.0,1.0,3.0,3.0,4.0,0,2,437640.0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,0,0
53.0,1,9.0,2.0,3.0,3.0,3.0,0,1,428790.0,1,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0
55.0,1,17.0,2.0,3.0,3.0,1.0,0,1,454830.0,1,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,0,0
35.0,1,24.0,1.0,3.0,3.0,5.0,0,2,267030.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
53.0,1,9.0,2.0,3.0,3.0,1.0,0,2,383040.0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
36.0,1,14.46639904846863,2.0,3.0,3.0,1.0,0,2,300000.0,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1,0
51.0,1,16.0,1.0,3.0,4.0,5.0,0,2,266970.0,0,0,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,2,0
27.0,1,15.0,2.0,3.0,3.0,1.0,0,1,272580.0,1,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
