Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,married,car_possession,offspring,offspring_identified,ProdTaken
34.0,Company Invited,2,,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,4,manager,293505.0,独身,車なし,1,0,0
22.0,Company Invited,2,17.0,smallbusiness,MALE,2.0,,basic,3.0,1.0,0,4,executive,257865.0,結婚済み,車なし,1,0,1
41.0,Self Enquiry,2,7.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,4.0,0,4,manager,326325.0,未婚,車なし,1,0,0
51.0,Company Invited,2,7.0,smallbusiness,MALE,2.0,4.0,king,3.0,6.0,0,2,vp,500000.0,結婚済み,車なし,1,0,0
51.0,Company Invited,2,23.0,smallbusiness,FEMALE,1.0,3.0,deluxe,4.0,1.0,0,4,manager,366045.0,離婚済み,車なし,0,0,0
53.0,Company Invited,3,14.0,smallbusiness,MALE,1.0,3.0,superdeluxe,4.0,2.0,0,4,seniormanager,449235.0,独身,車あり,0,0,0
57.0,Company Invited,3,17.0,smallbusiness,MALE,1.0,3.0,superdeluxe,4.0,1.0,0,4,avp,400000.0,結婚済み,車なし,0,0,0
36.0,Self Enquiry,2,15.0,largebusiness,FEMALE,1.0,3.0,superdeluxe,4.0,1.0,0,3,avp,300000.0,離婚済み,車なし,0,0,0
37.0,Company Invited,2,13.0,smallbusiness,FEMALE,1.0,3.0,standard,4.0,1.0,0,4,seniormanager,410000.0,離婚済み,車なし,0,0,0
,Self Enquiry,2,8.0,smallbusiness,MALE,1.0,3.0,king,5.0,2.0,0,3,vp,300000.0,離婚済み,車なし,0,0,0
29.0,Company Invited,2,15.0,smallbusiness,FEMALE,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,352830.0,離婚済み,車なし,0,0,0
49.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,5.0,0,3,executive,350955.0,離婚済み,車なし,0,0,0
37.0,Company Invited,2,18.0,largebusiness,MALE,1.0,3.0,basic,4.0,1.0,0,4,executive,252480.0,離婚済み,車あり,0,0,1
55.0,Company Invited,2,9.0,smallbusiness,FEMALE,1.0,4.0,standard,4.0,4.0,0,4,seniormanager,400000.0,離婚済み,車あり,0,0,0
43.0,Self Enquiry,1,24.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,1.0,0,4,executive,260000.0,独身,車なし,0,0,0
45.0,Self Enquiry,2,17.0,smallbusiness,MALE,1.0,3.0,basic,4.0,2.0,0,4,executive,261195.0,結婚済み,車なし,0,0,1
46.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,2.0,0,4,manager,355785.0,結婚済み,車なし,0,1,0
27.0,Self Enquiry,3,5.0,largebusiness,MALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,400000.0,結婚済み,車あり,0,0,0
60.0,Self Enquiry,3,17.0,smallbusiness,MALE,1.0,3.0,king,4.0,1.0,0,5,seniormanager,370000.0,結婚済み,車なし,0,0,0
52.0,Company Invited,2,11.0,smallbusiness,MALE,1.0,3.0,basic,4.0,2.0,0,4,executive,268215.0,結婚済み,車あり,0,0,0
55.0,Company Invited,1,11.0,smallbusiness,MALE,1.0,3.0,superdeluxe,5.0,4.0,0,4,avp,292830.0,離婚済み,車なし,0,0,0
48.0,Company Invited,1,12.0,largebusiness,FEMALE,1.0,3.0,standard,4.0,1.0,0,4,seniormanager,400000.0,未婚,車なし,0,0,0
24.0,Self Enquiry,1,7.0,largebusiness,MALE,1.0,3.0,basic,4.0,2.0,0,4,executive,267045.0,独身,車あり,0,0,1
30.0,Company Invited,1,15.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,2.0,0,3,executive,261045.0,結婚済み,車なし,0,0,1
34.0,Company Invited,2,17.0,salaried,MALE,2.0,2.0,deluxe,3.0,2.0,0,4,manager,344160.0,未婚,車あり,1,0,0
37.0,Company Invited,2,25.0,salaried,MALE,2.0,2.0,deluxe,3.0,3.0,0,4,manager,358860.0,未婚,車なし,1,0,0
,Company Invited,1,28.0,smallbusiness,MALE,1.0,3.0,basic,4.0,1.0,1,3,executive,282600.0,離婚済み,車あり,0,0,1
33.0,Company Invited,1,8.0,largebusiness,FEMALE,1.0,3.0,basic,4.0,4.0,1,3,executive,258960.0,離婚済み,車なし,0,0,1
50.0,Company Invited,1,16.0,largebusiness,FEMALE,1.0,3.0,standard,4.0,2.0,1,3,seniormanager,444405.0,結婚済み,車なし,0,0,0
,Self Enquiry,1,18.0,largebusiness,FEMALE,1.0,3.0,basic,4.0,2.0,1,4,executive,280000.0,離婚済み,車なし,0,0,1
41.0,Self Enquiry,2,7.0,smallbusiness,MALE,2.0,2.0,deluxe,3.0,2.0,1,3,manager,360000.0,結婚済み,車あり,1,0,0
31.0,Company Invited,2,14.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,300000.0,離婚済み,車なし,0,0,0
55.0,Company Invited,1,17.0,salaried,MALE,1.0,3.0,superdeluxe,4.0,6.0,0,4,avp,458220.0,未婚,車なし,0,0,0
49.0,Company Invited,1,16.0,salaried,FEMALE,1.0,3.0,standard,4.0,5.0,0,4,seniormanager,363540.0,未婚,車なし,0,0,0
54.0,Self Enquiry,1,16.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,372000.0,離婚済み,車なし,0,0,0
22.0,Self Enquiry,2,13.0,smallbusiness,MALE,2.0,4.0,basic,3.0,3.0,0,2,executive,254130.0,独身,車あり,1,0,1
31.0,Self Enquiry,3,24.0,salaried,MALE,2.0,3.0,standard,3.0,3.0,0,2,seniormanager,379020.0,結婚済み,車なし,1,0,1
51.0,Company Invited,3,16.0,salaried,FEMALE,2.0,3.0,standard,3.0,3.0,0,2,seniormanager,432825.0,未婚,車なし,1,0,0
54.0,Self Enquiry,2,12.0,smallbusiness,MALE,2.0,3.0,king,3.0,5.0,0,1,vp,417405.0,結婚済み,車あり,1,0,0
40.0,Company Invited,3,14.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,347355.0,未婚,車なし,1,0,0
51.0,Self Enquiry,3,15.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,7.0,0,1,manager,420270.0,結婚済み,車なし,1,0,0
49.0,Self Enquiry,2,30.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,400000.0,結婚済み,車あり,1,0,0
43.0,,3,,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,303285.0,独身,車なし,1,0,0
52.0,Self Enquiry,2,28.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,5.0,0,2,manager,346605.0,結婚済み,車あり,1,0,0
53.0,Company Invited,2,16.0,smallbusiness,MALE,3.0,3.0,superdeluxe,3.0,3.0,0,1,avp,458550.0,結婚済み,車なし,2,0,0
33.0,Self Enquiry,1,21.0,smallbusiness,FEMALE,2.0,1.0,basic,3.0,2.0,0,4,executive,266925.0,結婚済み,車なし,1,0,1
,Self Enquiry,1,23.0,largebusiness,MALE,2.0,2.0,basic,3.0,7.0,0,4,executive,,結婚済み,車あり,1,0,0
44.0,Self Enquiry,1,14.0,smallbusiness,MALE,2.0,3.0,basic,3.0,4.0,0,5,executive,312195.0,結婚済み,車あり,1,0,0
37.0,Self Enquiry,2,13.0,smallbusiness,MALE,3.0,4.0,basic,3.0,3.0,0,4,executive,345825.0,未婚,車あり,2,0,0
33.0,Self Enquiry,2,13.0,smallbusiness,MALE,3.0,3.0,king,3.0,6.0,0,5,vp,400000.0,結婚済み,車あり,2,0,0
35.0,Self Enquiry,2,15.0,smallbusiness,MALE,3.0,4.0,basic,3.0,7.0,0,5,executive,318525.0,未婚,車あり,2,0,0
,Self Enquiry,1,6.0,salaried,FEMALE,2.0,3.0,basic,3.0,1.0,0,4,executive,254790.0,独身,車なし,1,0,1
38.0,Company Invited,2,16.0,salaried,FEMALE,1.0,3.0,standard,4.0,2.0,1,3,seniormanager,400000.0,未婚,車あり,0,0,0
29.0,Self Enquiry,3,17.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,324870.0,結婚済み,車なし,1,0,0
45.0,Self Enquiry,2,13.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,350000.0,離婚済み,車なし,1,0,0
48.0,Self Enquiry,2,6.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,300000.0,結婚済み,車あり,1,0,0
31.0,Self Enquiry,2,6.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,424350.0,結婚済み,車なし,1,0,0
39.0,Company Invited,2,13.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,316980.0,未婚,車なし,1,0,0
32.0,Self Enquiry,2,11.0,smallbusiness,MALE,2.0,3.0,king,4.0,2.0,0,1,vp,555450.0,結婚済み,車あり,1,0,0
35.0,Self Enquiry,2,32.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,5.0,0,2,manager,351060.0,結婚済み,車あり,2,0,0
45.0,Company Invited,2,27.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,349200.0,離婚済み,車あり,1,0,0
43.0,Self Enquiry,3,15.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,0,1,manager,451395.0,未婚,車あり,1,0,0
35.0,Company Invited,2,33.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,344325.0,結婚済み,車あり,1,0,0
32.0,Self Enquiry,2,22.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,1,manager,307890.0,離婚済み,車あり,1,0,0
42.0,Self Enquiry,3,13.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,5.0,0,1,manager,345450.0,未婚,車あり,1,0,0
37.0,Company Invited,2,10.0,smallbusiness,MALE,3.0,4.0,basic,3.0,3.0,0,2,executive,394320.0,未婚,車あり,2,0,0
40.0,Company Invited,2,16.0,salaried,MALE,2.0,3.0,deluxe,4.0,2.0,0,2,manager,330000.0,結婚済み,車あり,1,0,0
30.0,Self Enquiry,2,9.0,salaried,MALE,2.0,3.0,basic,3.0,2.0,0,1,executive,253110.0,離婚済み,車あり,1,0,0
30.0,Self Enquiry,2,8.0,salaried,MALE,2.0,3.0,basic,3.0,5.0,0,2,executive,332700.0,離婚済み,車なし,1,0,0
43.0,Company Invited,2,9.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,5.0,0,2,manager,308460.0,離婚済み,車あり,1,0,0
35.0,Company Invited,2,14.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,390765.0,離婚済み,車あり,1,0,0
45.0,Self Enquiry,3,10.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,1,manager,330000.0,離婚済み,車なし,1,0,0
41.0,Company Invited,2,26.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,7.0,0,2,manager,336195.0,未婚,車あり,1,0,0
30.0,Self Enquiry,2,27.0,largebusiness,MALE,2.0,3.0,deluxe,3.0,5.0,0,2,manager,330000.0,未婚,車あり,1,0,0
27.0,Company Invited,2,14.0,smallbusiness,MALE,2.0,3.0,basic,3.0,3.0,0,2,executive,307770.0,離婚済み,車なし,1,0,0
36.0,Self Enquiry,2,22.0,smallbusiness,MALE,3.0,3.0,standard,3.0,1.0,0,2,seniormanager,381765.0,結婚済み,車なし,2,0,0
25.0,Self Enquiry,2,25.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,2,executive,295620.0,独身,車あり,1,0,1
38.0,Company Invited,3,21.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,342495.0,未婚,車あり,1,0,0
45.0,Self Enquiry,2,30.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,317640.0,結婚済み,車あり,1,0,0
45.0,Company Invited,2,13.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,0,1,manager,340000.0,離婚済み,車なし,1,0,0
42.0,Self Enquiry,2,34.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,318075.0,独身,車あり,1,0,0
47.0,Self Enquiry,2,14.0,salaried,FEMALE,3.0,3.0,standard,4.0,2.0,0,1,seniormanager,385545.0,結婚済み,車あり,2,0,0
33.0,Self Enquiry,2,23.0,salaried,FEMALE,2.0,3.0,standard,3.0,5.0,0,2,seniormanager,348450.0,結婚済み,車なし,1,0,0
43.0,Self Enquiry,2,10.0,smallbusiness,MALE,3.0,3.0,standard,3.0,2.0,0,1,manager,365175.0,離婚済み,車なし,2,0,0
41.0,Self Enquiry,2,7.0,salaried,FEMALE,3.0,3.0,standard,3.0,5.0,0,1,seniormanager,394530.0,未婚,車あり,2,0,0
33.0,Self Enquiry,2,7.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,7.0,0,2,manager,300000.0,結婚済み,車あり,1,0,1
40.0,Self Enquiry,2,32.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,340320.0,離婚済み,車なし,1,0,0
57.0,Self Enquiry,2,11.0,smallbusiness,FEMALE,2.0,3.0,king,4.0,6.0,0,1,vp,521385.0,結婚済み,車なし,1,0,0
45.0,Self Enquiry,2,14.0,smallbusiness,MALE,2.0,3.0,standard,3.0,2.0,0,1,seniormanager,314655.0,結婚済み,車なし,1,0,0
44.0,Self Enquiry,2,,salaried,MALE,2.0,4.0,deluxe,3.0,3.0,0,2,manager,307740.0,結婚済み,車あり,1,0,0
30.0,Self Enquiry,2,21.0,salaried,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,256560.0,離婚済み,車なし,1,0,0
32.0,Company Invited,2,15.0,salaried,MALE,3.0,3.0,standard,3.0,2.0,0,2,manager,300000.0,結婚済み,車あり,2,0,0
42.0,Company Invited,1,,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,319830.0,離婚済み,車なし,1,0,0
40.0,Self Enquiry,1,13.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,4.0,0,2,manager,340000.0,結婚済み,車なし,1,0,0
22.0,Self Enquiry,1,8.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,1,executive,260475.0,独身,車あり,1,0,0
36.0,Company Invited,1,25.0,smallbusiness,MALE,2.0,3.0,basic,3.0,3.0,0,2,executive,316575.0,離婚済み,車あり,1,0,0
,Self Enquiry,1,7.0,smallbusiness,MALE,2.0,3.0,basic,3.0,1.0,0,2,executive,263805.0,結婚済み,車あり,1,0,0
55.0,Self Enquiry,2,10.0,smallbusiness,FEMALE,2.0,4.0,deluxe,3.0,2.0,1,1,manager,365610.0,離婚済み,車あり,1,0,0
25.0,Self Enquiry,2,,salaried,MALE,2.0,4.0,basic,3.0,3.0,1,2,executive,310845.0,独身,車あり,1,0,1
39.0,Company Invited,2,30.0,salaried,FEMALE,3.0,3.0,deluxe,4.0,6.0,1,2,manager,300000.0,未婚,車なし,2,0,0
55.0,Company Invited,2,14.0,salaried,FEMALE,3.0,3.0,superdeluxe,3.0,4.0,0,2,avp,529785.0,独身,車なし,2,0,0
50.0,Self Enquiry,3,8.0,smallbusiness,FEMALE,1.0,4.0,standard,4.0,2.0,0,2,seniormanager,362835.0,独身,車なし,0,0,0
37.0,Self Enquiry,2,15.0,salaried,MALE,2.0,3.0,king,3.0,2.0,0,2,vp,506400.0,結婚済み,車あり,1,0,0
37.0,Company Invited,2,15.0,largebusiness,MALE,1.0,4.0,basic,4.0,1.0,0,2,executive,263925.0,独身,車あり,0,0,1
47.0,Company Invited,1,12.0,smallbusiness,FEMALE,1.0,4.0,standard,4.0,2.0,0,2,seniormanager,450390.0,離婚済み,車なし,0,0,0
51.0,Self Enquiry,2,15.0,salaried,FEMALE,1.0,4.0,superdeluxe,4.0,5.0,0,2,avp,470000.0,離婚済み,車なし,0,0,0
47.0,Company Invited,1,13.0,salaried,FEMALE,1.0,4.0,standard,4.0,1.0,0,1,seniormanager,400000.0,結婚済み,車あり,0,0,0
52.0,Company Invited,1,14.0,smallbusiness,MALE,1.0,5.0,standard,4.0,6.0,0,3,seniormanager,374220.0,結婚済み,車なし,0,0,0
37.0,Self Enquiry,2,15.0,smallbusiness,MALE,3.0,3.0,standard,3.0,3.0,1,3,seniormanager,464940.0,結婚済み,車あり,2,0,0
35.0,Self Enquiry,1,9.0,smallbusiness,MALE,3.0,4.0,basic,3.0,6.0,0,4,executive,329610.0,独身,車なし,2,0,0
,Self Enquiry,1,24.0,smallbusiness,FEMALE,3.0,3.0,basic,3.0,2.0,0,3,executive,,離婚済み,車なし,2,0,0
34.0,Self Enquiry,1,7.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,1,executive,400000.0,離婚済み,車あり,1,0,0
35.0,Self Enquiry,1,10.0,salaried,FEMALE,3.0,3.0,deluxe,3.0,5.0,0,2,manager,324570.0,離婚済み,車あり,2,0,0
48.0,Self Enquiry,1,10.0,largebusiness,FEMALE,3.0,3.0,basic,3.0,5.0,0,2,executive,311445.0,未婚,車あり,2,0,0
27.0,Self Enquiry,1,8.0,smallbusiness,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,372600.0,結婚済み,車あり,1,0,0
47.0,Self Enquiry,1,8.0,smallbusiness,MALE,3.0,3.0,basic,3.0,2.0,0,2,executive,262710.0,結婚済み,車あり,2,0,0
29.0,Company Invited,1,24.0,smallbusiness,MALE,2.0,3.0,basic,3.0,1.0,0,2,executive,266910.0,結婚済み,車なし,1,0,1
35.0,Self Enquiry,1,15.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,400000.0,結婚済み,車あり,1,0,0
42.0,Self Enquiry,1,25.0,largebusiness,MALE,2.0,4.0,deluxe,3.0,4.0,0,1,manager,320000.0,結婚済み,車あり,1,0,0
42.0,Company Invited,1,8.0,salaried,MALE,3.0,3.0,standard,3.0,2.0,0,1,seniormanager,423645.0,未婚,車あり,2,0,0
25.0,Self Enquiry,1,31.0,salaried,MALE,3.0,4.0,deluxe,3.0,2.0,0,2,manager,370560.0,独身,車あり,2,0,0
46.0,Company Invited,1,8.0,salaried,MALE,3.0,3.0,deluxe,3.0,1.0,0,2,manager,316605.0,結婚済み,車なし,2,0,0
34.0,Self Enquiry,1,,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,1.0,0,1,manager,286440.0,結婚済み,車なし,1,0,0
32.0,Self Enquiry,1,16.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,400000.0,結婚済み,車なし,1,0,0
42.0,Self Enquiry,1,6.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,306270.0,結婚済み,車あり,1,0,0
30.0,Self Enquiry,1,7.0,salaried,MALE,2.0,3.0,basic,3.0,3.0,0,2,executive,300000.0,結婚済み,車なし,1,0,0
55.0,Company Invited,1,12.0,salaried,FEMALE,2.0,3.0,standard,3.0,7.0,0,2,seniormanager,500000.0,未婚,車なし,1,0,0
56.0,Self Enquiry,1,13.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,3.0,1.0,0,2,manager,384405.0,結婚済み,車なし,1,0,0
60.0,Self Enquiry,1,7.0,salaried,MALE,3.0,3.0,standard,3.0,2.0,0,2,seniormanager,343545.0,未婚,車なし,2,0,0
45.0,Company Invited,1,10.0,largebusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,2,manager,331305.0,結婚済み,車あり,1,0,0
46.0,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,2.0,0,2,manager,331455.0,離婚済み,車あり,1,0,0
52.0,Self Enquiry,2,30.0,smallbusiness,FEMALE,3.0,3.0,deluxe,3.0,4.0,0,4,manager,366405.0,結婚済み,車あり,2,0,0
21.0,Company Invited,2,10.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,2,executive,255075.0,結婚済み,車なし,1,0,1
,Self Enquiry,2,10.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,1.0,0,1,manager,272730.0,独身,車あり,1,0,0
24.0,Company Invited,2,15.0,smallbusiness,FEMALE,1.0,3.0,basic,3.0,2.0,0,2,executive,249480.0,独身,車なし,0,0,0
30.0,Self Enquiry,2,18.0,smallbusiness,MALE,1.0,3.0,standard,3.0,3.0,0,2,seniormanager,360660.0,結婚済み,車なし,0,0,0
31.0,Company Invited,2,13.0,smallbusiness,MALE,1.0,3.0,standard,3.0,2.0,0,2,seniormanager,392745.0,独身,車なし,0,0,0
25.0,Self Enquiry,2,22.0,smallbusiness,MALE,1.0,3.0,standard,3.0,2.0,0,2,seniormanager,345240.0,結婚済み,車あり,0,0,0
34.0,Company Invited,2,9.0,salaried,MALE,1.0,3.0,deluxe,3.0,2.0,0,1,manager,259305.0,離婚済み,車あり,0,0,1
58.0,Self Enquiry,2,8.0,largebusiness,FEMALE,2.0,3.0,superdeluxe,3.0,5.0,0,2,avp,506370.0,結婚済み,車あり,1,0,0
35.0,Company Invited,2,,smallbusiness,MALE,1.0,3.0,deluxe,3.0,2.0,0,2,manager,321765.0,独身,車あり,0,0,0
55.0,Self Enquiry,2,14.0,smallbusiness,MALE,2.0,3.0,superdeluxe,4.0,7.0,0,2,avp,510000.0,独身,車あり,1,0,0
33.0,Self Enquiry,2,13.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,1,manager,400000.0,結婚済み,車あり,1,0,0
23.0,Self Enquiry,3,13.0,smallbusiness,MALE,1.0,3.0,superdeluxe,4.0,3.0,0,2,avp,251550.0,独身,車なし,0,0,1
51.0,Company Invited,2,18.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,6.0,0,2,seniormanager,508485.0,結婚済み,車なし,1,0,0
28.0,Company Invited,2,10.0,salaried,MALE,1.0,3.0,deluxe,3.0,1.0,0,2,manager,300000.0,結婚済み,車あり,0,0,0
34.0,Company Invited,2,16.0,smallbusiness,MALE,1.0,3.0,deluxe,3.0,2.0,0,2,manager,277620.0,結婚済み,車あり,0,0,0
23.0,Self Enquiry,2,8.0,smallbusiness,MALE,1.0,3.0,basic,3.0,1.0,0,2,executive,256335.0,離婚済み,車なし,0,0,1
47.0,Company Invited,2,8.0,salaried,MALE,1.0,3.0,standard,3.0,2.0,0,2,seniormanager,359895.0,離婚済み,車なし,0,0,0
33.0,Self Enquiry,2,14.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,2.0,0,1,executive,255825.0,離婚済み,車なし,1,0,0
27.0,Company Invited,2,,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,300570.0,結婚済み,車あり,1,0,0
38.0,Company Invited,2,31.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,310920.0,離婚済み,車あり,1,0,0
52.0,Self Enquiry,2,9.0,salaried,MALE,3.0,3.0,deluxe,3.0,3.0,0,1,manager,382650.0,結婚済み,車なし,2,0,0
53.0,Self Enquiry,1,7.0,salaried,MALE,3.0,3.0,king,3.0,6.0,0,4,executive,267270.0,結婚済み,車あり,2,0,0
18.0,Self Enquiry,2,9.0,largebusiness,FEMALE,1.0,4.0,basic,4.0,4.0,1,2,executive,264585.0,独身,車あり,0,0,1
33.0,Self Enquiry,2,13.0,smallbusiness,FEMALE,3.0,3.0,standard,3.0,2.0,0,3,seniormanager,348885.0,結婚済み,車なし,2,0,0
28.0,Self Enquiry,2,24.0,smallbusiness,MALE,3.0,3.0,deluxe,3.0,5.0,0,3,manager,303840.0,離婚済み,車あり,2,0,0
34.0,Self Enquiry,2,8.0,largebusiness,MALE,3.0,3.0,deluxe,3.0,3.0,0,3,manager,320655.0,結婚済み,車あり,2,0,0
43.0,Self Enquiry,2,15.0,largebusiness,MALE,3.0,3.0,king,4.0,2.0,0,3,vp,437670.0,離婚済み,車なし,2,0,0
25.0,Self Enquiry,2,14.0,largebusiness,MALE,3.0,3.0,standard,4.0,3.0,0,3,seniormanager,425430.0,結婚済み,車あり,2,0,0
29.0,Self Enquiry,3,9.0,salaried,FEMALE,3.0,3.0,deluxe,4.0,2.0,0,4,manager,264540.0,独身,車なし,2,0,0
29.0,Company Invited,3,8.0,salaried,FEMALE,3.0,3.0,standard,4.0,2.0,0,4,seniormanager,373575.0,結婚済み,車あり,2,0,0
38.0,Self Enquiry,2,13.0,salaried,MALE,3.0,3.0,deluxe,3.0,3.0,0,4,manager,329325.0,結婚済み,車なし,2,0,0
35.0,Company Invited,2,,salaried,FEMALE,3.0,3.0,deluxe,3.0,3.0,0,3,manager,321615.0,結婚済み,車なし,2,0,0
,Self Enquiry,2,22.0,salaried,MALE,3.0,4.0,basic,3.0,3.0,0,4,executive,339855.0,結婚済み,車あり,2,0,0
27.0,Company Invited,2,12.0,salaried,FEMALE,3.0,3.0,standard,3.0,1.0,1,3,seniormanager,396120.0,独身,車なし,2,0,1
46.0,Company Invited,2,7.0,salaried,MALE,2.0,4.0,king,3.0,6.0,0,1,vp,571785.0,離婚済み,車あり,1,0,0
57.0,Company Invited,1,17.0,salaried,MALE,2.0,3.0,basic,3.0,1.0,1,1,executive,473370.0,結婚済み,車あり,1,0,0
25.0,Self Enquiry,2,11.0,salaried,MALE,3.0,4.0,standard,3.0,3.0,1,1,executive,438555.0,離婚済み,車あり,2,0,0
24.0,Self Enquiry,2,8.0,salaried,MALE,1.0,3.0,basic,3.0,4.0,1,2,executive,312690.0,独身,車あり,0,0,0
32.0,Self Enquiry,2,14.0,smallbusiness,FEMALE,1.0,3.0,basic,4.0,1.0,1,2,executive,264600.0,離婚済み,車あり,0,0,1
35.0,Company Invited,2,26.0,smallbusiness,FEMALE,1.0,3.0,basic,3.0,2.0,1,2,executive,264780.0,独身,車あり,0,0,1
39.0,Self Enquiry,2,16.0,salaried,MALE,2.0,3.0,standard,3.0,3.0,1,2,seniormanager,448590.0,未婚,車なし,1,0,0
40.0,Company Invited,2,7.0,salaried,MALE,3.0,3.0,deluxe,3.0,4.0,0,3,manager,400000.0,独身,車あり,2,0,0
30.0,Self Enquiry,1,9.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,3.0,0,3,executive,300000.0,未婚,車あり,2,0,0
37.0,Company Invited,1,8.0,salaried,MALE,3.0,3.0,deluxe,3.0,3.0,0,4,manager,303135.0,結婚済み,車あり,2,0,0
35.0,Self Enquiry,1,13.0,smallbusiness,MALE,2.0,3.0,basic,3.0,6.0,0,1,executive,269715.0,離婚済み,車あり,1,0,0
52.0,Self Enquiry,2,17.0,salaried,MALE,3.0,3.0,king,3.0,2.0,1,5,vp,464535.0,結婚済み,車なし,0,1,0
,Self Enquiry,1,10.0,largebusiness,MALE,2.0,3.0,deluxe,3.0,2.0,1,2,manager,315060.0,離婚済み,車あり,1,0,0
,Company Invited,2,19.0,smallbusiness,MALE,1.0,4.0,basic,3.0,2.0,0,3,executive,259155.0,独身,車あり,0,0,1
25.0,Company Invited,2,8.0,smallbusiness,FEMALE,1.0,4.0,basic,3.0,2.0,0,3,executive,264240.0,離婚済み,車なし,0,0,0
42.0,Company Invited,2,18.0,smallbusiness,FEMALE,2.0,4.0,basic,3.0,2.0,0,3,executive,276960.0,離婚済み,車なし,1,0,0
22.0,Self Enquiry,2,9.0,smallbusiness,FEMALE,2.0,4.0,basic,3.0,1.0,0,3,executive,256200.0,独身,車なし,1,0,1
47.0,Self Enquiry,3,16.0,smallbusiness,FEMALE,3.0,3.0,standard,3.0,5.0,0,1,seniormanager,519570.0,結婚済み,車なし,2,0,0
